datetime,consumption,production,nuclear,wind,hydroelectric,oil_gas,coal,solar,biomass
2024-02-05 11:00:00,7361,8602,1335,2340,1892,1578,833,563,58
2024-02-05 12:00:00,7078,8438,1320,2467,1665,1574,793,560,59
2024-02-05 13:00:00,7025,8409,1349,2610,1453,1569,793,574,58
2024-02-05 14:00:00,6999,8380,1327,2549,1553,1570,813,506,56
2024-02-05 15:00:00,7026,8270,1354,2512,1604,1562,832,343,59
2024-02-05 16:00:00,7094,8113,1342,2373,1798,1577,812,150,60
2024-02-05 17:00:00,7454,8199,1343,2335,2011,1589,845,17,60
2024-02-05 18:00:00,7840,8481,1376,2467,2088,1603,885,0,60
2024-02-05 19:00:00,7884,8468,1374,2440,2162,1610,823,0,58
2024-02-05 20:00:00,7675,8339,1374,2217,2238,1625,827,0,59
2024-02-05 21:00:00,7389,8466,1379,2134,2289,1636,967,0,58
2024-02-05 22:00:00,6676,8107,1379,2088,2026,1630,927,0,58
2024-02-05 23:00:00,6215,7974,1380,2014,1940,1632,951,0,57
2024-02-06 00:00:00,5913,7595,1382,1994,1594,1622,943,0,57
2024-02-06 01:00:00,5681,7480,1383,2021,1515,1559,946,0,56
2024-02-06 02:00:00,5527,7443,1397,1952,1537,1543,955,0,56
2024-02-06 03:00:00,5515,7399,1399,1841,1580,1552,972,0,56
2024-02-06 04:00:00,5604,7353,1398,1710,1661,1556,972,0,56
2024-02-06 05:00:00,5811,7349,1397,1726,1656,1550,966,0,54
2024-02-06 06:00:00,6362,7421,1397,1867,1658,1521,920,0,56
2024-02-06 07:00:00,7060,8049,1398,2060,2035,1550,946,1,57
2024-02-06 08:00:00,7502,8273,1396,2201,2129,1524,854,106,58
2024-02-06 09:00:00,7318,8195,1378,2055,1964,1541,779,418,59
2024-02-06 10:00:00,6873,8150,1371,1772,1941,1543,802,675,56
2024-02-06 11:00:00,6563,8317,1382,1814,1875,1535,807,846,57
2024-02-06 12:00:00,6341,8433,1384,1984,1795,1524,780,910,55
2024-02-06 13:00:00,6355,8402,1385,2095,1730,1506,745,884,56
2024-02-06 14:00:00,6264,8224,1383,2073,1642,1512,769,789,58
2024-02-06 15:00:00,6477,7965,1385,1986,1694,1508,766,567,56
2024-02-06 16:00:00,6734,7855,1386,1963,1882,1515,790,257,58
2024-02-06 17:00:00,7177,8062,1388,2160,2139,1511,772,32,59
2024-02-06 18:00:00,7758,8420,1391,2060,2502,1529,876,0,59
2024-02-06 19:00:00,7712,8438,1391,2063,2504,1565,856,0,58
2024-02-06 20:00:00,7623,8302,1392,2093,2392,1571,791,0,57
2024-02-06 21:00:00,7163,8060,1395,1975,2258,1568,806,0,59
2024-02-06 22:00:00,6596,7857,1395,1785,2227,1571,822,0,58
2024-02-06 23:00:00,6108,7637,1393,1551,2189,1577,866,0,57
2024-02-07 00:00:00,5806,7200,1397,1621,1628,1565,933,0,57
2024-02-07 01:00:00,5599,6835,1397,1596,1401,1541,842,0,58
2024-02-07 02:00:00,5536,6895,1399,1659,1461,1551,765,0,56
2024-02-07 03:00:00,5486,7057,1400,1837,1479,1545,740,0,57
2024-02-07 04:00:00,5503,7090,1397,1873,1511,1536,713,0,55
2024-02-07 05:00:00,5788,7127,1399,1886,1523,1537,725,0,56
2024-02-07 06:00:00,6225,7077,1401,1854,1490,1547,726,0,55
2024-02-07 07:00:00,7005,7646,1402,1829,2112,1510,735,0,58
2024-02-07 08:00:00,7393,7703,1399,1815,2090,1530,727,81,57
2024-02-07 09:00:00,7282,7721,1372,1722,1963,1490,728,387,57
2024-02-07 10:00:00,6979,7776,1332,1672,1867,1481,745,618,56
2024-02-07 11:00:00,6764,7792,1388,1490,1842,1475,796,745,56
2024-02-07 12:00:00,6561,7665,1374,1426,1826,1468,740,772,54
2024-02-07 13:00:00,6569,7514,1377,1421,1726,1465,756,709,56
2024-02-07 14:00:00,6490,7569,1356,1566,1690,1467,745,687,56
2024-02-07 15:00:00,6598,7505,1366,1736,1625,1464,729,527,57
2024-02-07 16:00:00,6837,7472,1368,1905,1707,1473,743,218,56
2024-02-07 17:00:00,7263,7933,1343,2146,2147,1478,733,25,59
2024-02-07 18:00:00,7796,8601,1379,2442,2478,1498,742,2,59
2024-02-07 19:00:00,7826,8494,1386,2566,2238,1521,723,0,58
2024-02-07 20:00:00,7580,8616,1385,2573,2366,1523,711,0,57
2024-02-07 21:00:00,7247,8570,1384,2572,2311,1528,716,0,57
2024-02-07 22:00:00,6674,8366,1383,2450,2226,1529,717,0,58
2024-02-07 23:00:00,6123,8084,1385,2324,2068,1529,720,0,57
2024-02-08 00:00:00,5866,7481,1386,2209,1576,1528,723,0,57
2024-02-08 01:00:00,5688,7506,1385,2062,1736,1513,753,0,55
2024-02-08 02:00:00,5563,7352,1391,1730,1880,1513,781,0,56
2024-02-08 03:00:00,5441,7242,1393,1492,1904,1516,882,0,56
2024-02-08 04:00:00,5461,7182,1392,1408,1924,1521,879,0,56
2024-02-08 05:00:00,5742,6969,1395,1260,1993,1514,751,0,56
2024-02-08 06:00:00,6319,6962,1392,1152,2132,1501,729,0,56
2024-02-08 07:00:00,7024,7341,1391,1090,2461,1531,809,1,58
2024-02-08 08:00:00,7384,7376,1393,1162,2291,1536,843,89,60
2024-02-08 09:00:00,7464,7395,1349,1094,2420,1496,749,227,58
2024-02-08 10:00:00,7188,7432,1323,924,2433,1491,788,412,59
2024-02-08 11:00:00,6991,7483,1326,866,2357,1520,883,479,49
2024-02-08 12:00:00,6826,7655,1285,1056,2310,1529,854,563,57
2024-02-08 13:00:00,6748,7949,1347,1425,2135,1516,849,618,58
2024-02-08 14:00:00,6709,7851,1282,1594,2105,1491,749,566,58
2024-02-08 15:00:00,6692,7783,1304,1731,2054,1502,725,408,58
2024-02-08 16:00:00,6863,7574,1307,1568,2206,1494,750,188,56
2024-02-08 17:00:00,7168,7428,1307,1332,2483,1497,732,18,57
2024-02-08 18:00:00,7699,7655,1356,1295,2599,1506,837,0,60
2024-02-08 19:00:00,7697,7830,1370,1352,2665,1520,860,0,61
2024-02-08 20:00:00,7566,7883,1369,1337,2726,1522,869,0,59
2024-02-08 21:00:00,7191,7849,1376,1405,2615,1534,862,0,57
2024-02-08 22:00:00,6611,7760,1378,1235,2670,1532,885,0,56
2024-02-08 23:00:00,6166,7584,1382,1334,2406,1527,875,0,56
2024-02-09 00:00:00,5880,7103,1385,1590,1726,1530,817,0,56
2024-02-09 01:00:00,5680,7100,1391,1833,1578,1512,730,0,56
2024-02-09 02:00:00,5582,7332,1399,2077,1558,1506,732,0,57
2024-02-09 03:00:00,5529,7286,1393,2014,1576,1508,739,0,56
2024-02-09 04:00:00,5471,7314,1395,1963,1652,1507,739,0,57
2024-02-09 05:00:00,5742,7396,1393,2077,1638,1494,737,0,57
2024-02-09 06:00:00,6228,7538,1398,2023,1814,1504,739,0,57
2024-02-09 07:00:00,6953,7678,1395,1910,2065,1508,739,2,58
2024-02-09 08:00:00,7365,7728,1397,1832,2107,1504,727,101,59
2024-02-09 09:00:00,7358,7493,1337,1424,2139,1507,749,277,56
2024-02-09 10:00:00,7192,7650,1328,1232,2231,1533,866,401,56
2024-02-09 11:00:00,6909,7715,1321,1203,2268,1526,846,495,56
2024-02-09 12:00:00,6627,7632,1337,1414,1988,1490,772,572,56
2024-02-09 13:00:00,6543,7481,1362,1337,1953,1484,725,564,54
2024-02-09 14:00:00,6637,7777,1370,1478,2124,1485,737,526,54
2024-02-09 15:00:00,6741,7658,1379,1474,2188,1486,744,330,56
2024-02-09 16:00:00,6948,7549,1382,1389,2337,1485,761,138,55
2024-02-09 17:00:00,7290,7516,1380,1382,2381,1489,801,24,57
2024-02-09 18:00:00,7716,7803,1380,1588,2432,1503,841,0,58
2024-02-09 19:00:00,7602,7808,1382,1879,2277,1504,709,0,57
2024-02-09 20:00:00,7549,7802,1380,1845,2269,1504,744,0,56
2024-02-09 21:00:00,7043,7631,1389,1728,2208,1508,741,0,56
2024-02-09 22:00:00,6574,7729,1390,1711,2320,1502,749,0,56
2024-02-09 23:00:00,6161,7535,1384,1677,2160,1503,755,0,55
2024-02-10 00:00:00,5761,7062,1394,1624,1744,1515,730,0,54
2024-02-10 01:00:00,5567,6689,1397,1342,1649,1501,746,0,54
2024-02-10 02:00:00,5403,6557,1396,1178,1691,1501,737,0,55
2024-02-10 03:00:00,5355,6424,1394,1030,1700,1499,746,0,55
2024-02-10 04:00:00,5288,6376,1394,865,1797,1502,759,0,55
2024-02-10 05:00:00,5394,6395,1395,843,1849,1503,751,0,55
2024-02-10 06:00:00,5513,6393,1398,775,1915,1504,746,0,55
2024-02-10 07:00:00,5812,6519,1395,796,2041,1504,729,0,54
2024-02-10 08:00:00,6182,6672,1394,807,2170,1503,715,28,53
2024-02-10 09:00:00,6305,6756,1345,732,2208,1494,738,183,54
2024-02-10 10:00:00,6216,6671,1382,548,2047,1494,744,400,53
2024-02-10 11:00:00,6090,6600,1359,459,2052,1483,755,437,53
2024-02-10 12:00:00,5954,6568,1355,504,1996,1476,740,442,53
2024-02-10 13:00:00,6010,6626,1388,512,2095,1475,751,349,54
2024-02-10 14:00:00,5909,6621,1389,619,2077,1473,731,274,56
2024-02-10 15:00:00,5994,6685,1387,754,2085,1475,734,194,54
2024-02-10 16:00:00,6163,6716,1388,834,2147,1475,730,86,54
2024-02-10 17:00:00,6552,6831,1390,991,2148,1487,749,9,55
2024-02-10 18:00:00,7030,7279,1391,1204,2266,1502,857,0,55
2024-02-10 19:00:00,7010,7453,1389,1372,2348,1498,791,0,56
2024-02-10 20:00:00,6940,7480,1388,1377,2415,1502,739,0,56
2024-02-10 21:00:00,6553,7384,1393,1336,2373,1499,728,0,55
2024-02-10 22:00:00,6083,7291,1395,1344,2256,1501,739,0,53
2024-02-10 23:00:00,5649,7156,1390,1353,2119,1500,740,0,53
2024-02-11 00:00:00,5300,6725,1391,1261,1770,1503,745,0,53
2024-02-11 01:00:00,5099,6450,1391,1149,1639,1476,742,0,53
2024-02-11 02:00:00,4955,6366,1390,1068,1632,1477,746,0,53
2024-02-11 03:00:00,4886,6582,1393,1408,1543,1462,724,0,52
2024-02-11 04:00:00,4888,6720,1392,1478,1568,1468,758,0,52
2024-02-11 05:00:00,4929,6609,1393,1233,1617,1484,827,0,53
2024-02-11 06:00:00,5030,6917,1392,1505,1612,1473,870,0,53
2024-02-11 07:00:00,5216,7252,1392,1657,1798,1448,902,0,53
2024-02-11 08:00:00,5414,7314,1390,1761,1868,1469,730,39,54
2024-02-11 09:00:00,5523,7485,1392,1652,2004,1476,749,157,53
2024-02-11 10:00:00,5422,7770,1389,1656,2178,1482,806,205,53
2024-02-11 11:00:00,5418,8203,1388,2113,2059,1474,871,242,53
2024-02-11 12:00:00,5447,8311,1395,2332,1928,1472,866,262,53
2024-02-11 13:00:00,5430,8152,1392,2378,1732,1474,850,271,54
2024-02-11 14:00:00,5424,8087,1393,2357,1700,1469,843,271,53
2024-02-11 15:00:00,5427,8067,1391,2359,1741,1474,830,216,53
2024-02-11 16:00:00,5611,7913,1394,2169,1851,1477,856,107,53
2024-02-11 17:00:00,5910,7677,1392,1802,2052,1480,884,11,54
2024-02-11 18:00:00,6450,7940,1393,1802,2322,1488,881,0,55
2024-02-11 19:00:00,6518,8058,1393,1839,2389,1492,890,0,54
2024-02-11 20:00:00,6457,8236,1389,2041,2374,1493,886,0,54
2024-02-11 21:00:00,6232,8301,1392,2217,2287,1485,866,0,54
2024-02-11 22:00:00,5730,7992,1392,2176,2102,1485,782,0,51
2024-02-11 23:00:00,5424,7791,1390,2190,1917,1488,754,0,52
2024-02-12 00:00:00,5118,7502,1393,2202,1630,1500,727,0,51
2024-02-12 01:00:00,4968,7516,1395,2280,1574,1484,731,0,51
2024-02-12 02:00:00,4933,7329,1392,2287,1390,1476,730,0,50
2024-02-12 03:00:00,4843,7379,1396,2300,1408,1479,746,0,51
2024-02-12 04:00:00,4942,7361,1394,2170,1521,1483,742,0,50
2024-02-12 05:00:00,5198,7473,1394,2172,1617,1487,751,0,51
2024-02-12 06:00:00,5892,7685,1397,2194,1766,1490,788,0,52
2024-02-12 07:00:00,6769,8508,1393,2233,2463,1514,851,0,54
2024-02-12 08:00:00,7294,8789,1394,2483,2441,1503,855,52,58
2024-02-12 09:00:00,7333,8710,1393,2453,2333,1495,779,200,57
2024-02-12 10:00:00,7063,8415,1323,2382,2127,1484,716,322,57
2024-02-12 11:00:00,6984,8481,1348,2383,2157,1483,730,320,58
2024-02-12 12:00:00,7018,8469,1340,2439,2122,1470,739,297,58
2024-02-12 13:00:00,7205,8691,1334,2497,2273,1471,810,245,59
2024-02-12 14:00:00,7222,8745,1333,2499,2263,1484,854,245,56
2024-02-12 15:00:00,7050,8484,1336,2591,2101,1486,734,178,56
2024-02-12 16:00:00,7110,8479,1354,2614,2139,1482,724,110,57
2024-02-12 17:00:00,7241,8346,1336,2430,2321,1463,719,19,57
2024-02-12 18:00:00,7675,8660,1365,2195,2804,1481,756,0,58
2024-02-12 19:00:00,7669,8764,1372,2035,2924,1488,884,0,58
2024-02-12 20:00:00,7629,8432,1368,1812,2804,1486,903,0,59
2024-02-12 21:00:00,7128,8102,1368,1471,2812,1489,902,0,58
2024-02-12 22:00:00,6516,7642,1368,1182,2676,1479,878,0,58
2024-02-12 23:00:00,6026,7241,1372,1008,2459,1474,871,0,57
2024-02-13 00:00:00,5693,6474,1376,833,1840,1482,883,0,58
2024-02-13 01:00:00,5475,5983,1379,615,1587,1484,861,0,57
2024-02-13 02:00:00,5370,5835,1377,461,1580,1487,869,0,58
2024-02-13 03:00:00,5418,5750,1380,398,1593,1486,836,0,57
2024-02-13 04:00:00,5478,5643,1388,288,1677,1484,746,0,58
2024-02-13 05:00:00,5659,5594,1387,225,1643,1484,798,0,58
2024-02-13 06:00:00,6322,5731,1389,231,1723,1487,843,0,59
2024-02-13 07:00:00,6996,6353,1391,264,2321,1489,826,2,58
2024-02-13 08:00:00,7397,6360,1389,313,2311,1486,747,55,57
2024-02-13 09:00:00,7490,6312,1314,301,2263,1478,743,154,58
2024-02-13 10:00:00,7317,6222,1306,335,2086,1472,730,236,58
2024-02-13 11:00:00,7153,6184,1349,357,1925,1466,721,308,57
2024-02-13 12:00:00,6767,6936,1346,518,2087,1468,776,441,57
2024-02-13 13:00:00,6767,6914,1353,519,2030,1466,778,431,57
2024-02-13 14:00:00,6750,6897,1353,611,2038,1466,777,362,57
2024-02-13 15:00:00,6758,7167,1360,743,2069,1474,789,236,57
2024-02-13 16:00:00,6947,7162,1360,739,2233,1487,794,153,57
2024-02-13 17:00:00,7243,7199,1362,755,2422,1496,795,21,58
2024-02-13 18:00:00,7746,7086,1357,383,2877,1522,890,0,57
2024-02-13 19:00:00,7680,7245,1365,494,2925,1523,878,0,60
2024-02-13 20:00:00,7564,7329,1373,741,2787,1491,879,0,58
2024-02-13 21:00:00,7174,7380,1380,871,2700,1495,875,0,58
2024-02-13 22:00:00,6552,7375,1383,1109,2487,1497,841,0,58
2024-02-13 23:00:00,6156,7209,1387,1257,2262,1495,748,0,58
2024-02-14 00:00:00,5763,6815,1385,1252,1817,1487,814,0,59
2024-02-14 01:00:00,5580,6875,1386,1339,1760,1472,861,0,56
2024-02-14 02:00:00,5447,6991,1387,1449,1759,1475,862,0,56
2024-02-14 03:00:00,5440,6994,1391,1510,1809,1484,743,0,58
2024-02-14 04:00:00,5472,7047,1392,1480,1887,1480,748,0,59
2024-02-14 05:00:00,5732,7177,1391,1608,1888,1480,752,0,58
2024-02-14 06:00:00,6276,7421,1391,1833,1922,1479,737,0,58
2024-02-14 07:00:00,7007,7762,1393,1890,2190,1486,739,3,58
2024-02-14 08:00:00,7470,8216,1391,1727,2729,1492,760,57,58
2024-02-14 09:00:00,7423,8100,1389,1916,2244,1499,827,165,58
2024-02-14 10:00:00,7437,8323,1298,1991,2375,1484,814,299,58
2024-02-14 11:00:00,7174,8293,1341,2042,2208,1470,767,406,57
2024-02-14 12:00:00,7042,8522,1347,2219,2255,1469,742,432,57
2024-02-14 13:00:00,7034,8419,1345,2107,2236,1475,759,438,57
2024-02-14 14:00:00,7049,8658,1351,2215,2417,1472,774,368,57
2024-02-14 15:00:00,7042,8726,1366,2305,2431,1477,815,272,58
2024-02-14 16:00:00,7130,8697,1367,2416,2381,1479,851,142,58
2024-02-14 17:00:00,7319,8487,1370,2446,2355,1479,761,18,57
2024-02-14 18:00:00,7745,8827,1366,2503,2667,1506,725,0,60
2024-02-14 19:00:00,7862,9006,1369,2584,2749,1510,735,0,59
2024-02-14 20:00:00,7728,8871,1377,2589,2610,1508,726,0,58
2024-02-14 21:00:00,7274,8620,1386,2532,2399,1514,732,0,58
2024-02-14 22:00:00,6800,8545,1383,2382,2453,1511,754,0,58
2024-02-14 23:00:00,6318,8496,1381,2381,2355,1514,805,0,58
2024-02-15 00:00:00,6047,8136,1387,2391,1886,1531,884,0,58
2024-02-15 01:00:00,5775,8432,1388,2373,2252,1482,882,0,58
2024-02-15 02:00:00,5680,8416,1386,2357,2253,1481,882,0,58
2024-02-15 03:00:00,5636,8407,1391,2440,2201,1456,861,0,57
2024-02-15 04:00:00,5614,8501,1388,2499,2258,1446,850,0,58
2024-02-15 05:00:00,5840,8480,1388,2534,2235,1452,815,0,57
2024-02-15 06:00:00,6352,8546,1387,2471,2389,1474,755,0,58
2024-02-15 07:00:00,7146,8729,1386,2425,2579,1515,762,2,58
2024-02-15 08:00:00,7514,8892,1392,2500,2575,1511,731,123,58
2024-02-15 09:00:00,7420,8914,1388,2369,2480,1511,741,366,57
2024-02-15 10:00:00,6786,8657,1344,2197,2268,1443,747,597,56
2024-02-15 11:00:00,6707,8411,1356,1931,2076,1437,803,752,54
2024-02-15 12:00:00,6400,7907,1372,1672,1714,1438,803,852,55
2024-02-15 13:00:00,6432,7770,1363,1476,1781,1453,811,829,56
2024-02-15 14:00:00,6412,8339,1379,1612,2263,1445,806,774,58
2024-02-15 15:00:00,6545,8424,1354,1567,2518,1484,832,608,57
2024-02-15 16:00:00,6879,8336,1362,1785,2504,1490,836,305,55
2024-02-15 17:00:00,7289,8321,1382,2155,2368,1508,800,50,58
2024-02-15 18:00:00,7781,8409,1377,2102,2495,1516,855,2,59
2024-02-15 19:00:00,7794,8472,1380,2055,2659,1517,803,0,59
2024-02-15 20:00:00,7645,8373,1377,2130,2552,1522,732,0,57
2024-02-15 21:00:00,7313,8192,1378,1989,2522,1518,728,0,58
2024-02-15 22:00:00,6719,8051,1380,1808,2553,1508,743,0,57
2024-02-15 23:00:00,6242,7940,1381,1698,2536,1512,754,0,56
2024-02-16 00:00:00,6002,7594,1381,1690,2152,1527,791,0,54
2024-02-16 01:00:00,5808,7664,1378,1711,2165,1497,860,0,52
2024-02-16 02:00:00,5735,7660,1379,1649,2195,1504,882,0,48
2024-02-16 03:00:00,5638,7635,1389,1690,2155,1493,858,0,50
2024-02-16 04:00:00,5657,7520,1389,1713,2133,1491,737,0,53
2024-02-16 05:00:00,5907,7515,1392,1699,2152,1491,725,1,55
2024-02-16 06:00:00,6391,7335,1392,1412,2213,1507,750,0,57
2024-02-16 07:00:00,7172,7285,1390,1269,2293,1517,754,2,58
2024-02-16 08:00:00,7510,7603,1391,1485,2263,1521,749,134,59
2024-02-16 09:00:00,7390,7611,1367,1291,2233,1505,755,399,60
2024-02-16 10:00:00,7040,7634,1349,1129,2250,1500,757,589,58
2024-02-16 11:00:00,6678,7532,1366,900,2265,1472,730,741,58
2024-02-16 12:00:00,6379,7260,1349,707,2203,1380,712,849,56
2024-02-16 13:00:00,6336,7045,1375,602,2078,1317,740,871,58
2024-02-16 14:00:00,6228,6923,1370,526,2108,1322,747,795,54
2024-02-16 15:00:00,6342,6805,1373,560,2111,1323,741,637,59
2024-02-16 16:00:00,6702,6864,1381,686,2159,1480,753,346,57
2024-02-16 17:00:00,7040,7000,1384,835,2430,1502,737,54,57
2024-02-16 18:00:00,7584,7206,1385,757,2746,1513,745,0,58
2024-02-16 19:00:00,7656,7271,1384,727,2836,1523,741,0,59
2024-02-16 20:00:00,7532,7097,1382,695,2678,1524,759,0,59
2024-02-16 21:00:00,7230,7062,1382,597,2749,1525,749,0,59
2024-02-16 22:00:00,6646,6912,1383,471,2723,1523,761,0,57
2024-02-16 23:00:00,6185,6763,1395,404,2660,1511,738,0,55
2024-02-17 00:00:00,5847,6258,1394,350,2191,1519,746,0,55
2024-02-17 01:00:00,5638,6304,1399,347,2256,1507,739,0,55
2024-02-17 02:00:00,5519,6191,1399,298,2196,1506,738,0,55
2024-02-17 03:00:00,5455,6079,1399,232,2150,1503,740,0,56
2024-02-17 04:00:00,5459,6064,1399,206,2161,1500,743,0,56
2024-02-17 05:00:00,5531,6099,1398,225,2189,1496,735,0,56
2024-02-17 06:00:00,5752,6174,1397,229,2254,1500,737,0,56
2024-02-17 07:00:00,6019,6357,1397,210,2437,1504,749,2,56
2024-02-17 08:00:00,6442,6622,1398,184,2582,1506,813,82,55
2024-02-17 09:00:00,6628,6746,1397,133,2548,1507,866,239,55
2024-02-17 10:00:00,6618,6817,1400,71,2544,1510,872,364,56
2024-02-17 11:00:00,6452,6698,1398,45,2394,1493,870,440,55
2024-02-17 12:00:00,6311,6758,1398,42,2406,1494,875,488,53
2024-02-17 13:00:00,6198,6767,1397,17,2415,1502,895,483,53
2024-02-17 14:00:00,6028,6643,1397,14,2365,1495,858,461,55
2024-02-17 15:00:00,6034,6506,1399,11,2313,1498,817,411,55
2024-02-17 16:00:00,6221,6277,1399,15,2319,1496,755,238,53
2024-02-17 17:00:00,6692,6281,1400,19,2482,1515,767,41,55
2024-02-17 18:00:00,7203,6482,1401,28,2596,1526,876,0,55
2024-02-17 19:00:00,7305,6749,1399,40,2834,1527,893,0,55
2024-02-17 20:00:00,7162,6653,1402,57,2711,1529,899,0,56
2024-02-17 21:00:00,6834,6597,1399,61,2662,1531,886,0,56
2024-02-17 22:00:00,6375,6577,1397,70,2643,1529,882,0,56
2024-02-17 23:00:00,5846,6871,1394,297,2336,1521,825,0,54
2024-02-18 00:00:00,5446,6259,1382,401,1953,1544,819,0,52
2024-02-18 01:00:00,5200,6076,1381,401,1876,1524,821,0,52
2024-02-18 02:00:00,5113,6018,1382,401,1862,1524,820,0,52
2024-02-18 03:00:00,5091,6004,1383,379,1862,1524,824,0,52
2024-02-18 04:00:00,5099,6003,1383,379,1862,1523,829,0,53
2024-02-18 05:00:00,5119,6003,1383,347,1862,1523,829,0,53
2024-02-18 06:00:00,5179,6025,1383,331,1932,1528,822,0,53
2024-02-18 07:00:00,5488,6426,1383,346,2337,1446,826,0,53
2024-02-18 08:00:00,5683,6646,1382,253,2381,1443,826,0,52
2024-02-18 09:00:00,5935,6549,1397,104,2469,1462,870,202,46
2024-02-18 10:00:00,5869,6677,1397,151,2469,1467,863,280,49
2024-02-18 11:00:00,5704,6863,1397,189,2467,1468,859,429,53
2024-02-18 12:00:00,5631,6925,1392,259,2332,1472,866,547,54
2024-02-18 13:00:00,5513,7018,1396,394,2269,1466,879,558,55
2024-02-18 14:00:00,5481,7132,1398,564,2306,1469,863,476,54
2024-02-18 15:00:00,5567,7155,1399,735,2284,1468,864,351,53
2024-02-18 16:00:00,5831,7134,1398,1031,2170,1467,810,200,54
2024-02-18 17:00:00,6195,6967,1396,1247,2026,1468,738,34,55
2024-02-18 18:00:00,6612,7044,1397,905,2405,1519,762,0,56
2024-02-18 19:00:00,6742,7289,1398,825,2618,1546,848,0,55
2024-02-18 20:00:00,6719,7434,1400,1034,2552,1537,853,0,55
2024-02-18 21:00:00,6480,7345,1399,1016,2477,1531,866,0,56
2024-02-18 22:00:00,6050,7083,1399,934,2335,1507,850,0,54
2024-02-18 23:00:00,5633,7071,1399,891,2326,1527,872,0,54
2024-02-19 00:00:00,5395,6803,1399,1034,2001,1525,791,0,52
2024-02-19 01:00:00,5243,6330,1378,948,1723,1507,723,0,51
2024-02-19 02:00:00,5115,6117,1374,772,1671,1510,735,0,54
2024-02-19 03:00:00,5210,6094,1376,791,1649,1505,718,0,55
2024-02-19 04:00:00,5253,6053,1380,745,1647,1506,718,0,55
2024-02-19 05:00:00,5444,6026,1381,594,1740,1511,744,0,56
2024-02-19 06:00:00,6109,6125,1378,342,2047,1522,781,0,55
2024-02-19 07:00:00,6929,6518,1376,164,2505,1538,872,2,58
2024-02-19 08:00:00,7683,6604,1379,94,2609,1537,840,86,57
2024-02-19 09:00:00,7771,6564,1329,50,2543,1536,847,199,58
2024-02-19 10:00:00,7694,6578,1307,35,2520,1525,857,274,58
2024-02-19 11:00:00,7344,6689,1336,26,2409,1528,874,459,56
2024-02-19 12:00:00,7013,6571,1312,30,2125,1529,902,615,56
2024-02-19 13:00:00,6997,6418,1328,8,2150,1327,886,661,55
2024-02-19 14:00:00,6919,6444,1308,4,2186,1428,883,579,56
2024-02-19 15:00:00,6969,6426,1304,16,2266,1541,802,440,55
2024-02-19 16:00:00,7070,6456,1311,9,2505,1570,757,249,54
2024-02-19 17:00:00,7274,6471,1304,34,2681,1579,766,48,55
2024-02-19 18:00:00,7851,6852,1338,84,2873,1610,888,0,58
2024-02-19 19:00:00,7886,7065,1341,129,2993,1635,908,0,56
2024-02-19 20:00:00,7732,7077,1349,140,2964,1668,899,0,56
2024-02-19 21:00:00,7403,7125,1356,206,2948,1668,889,0,56
2024-02-19 22:00:00,6783,7051,1358,226,2895,1657,860,0,56
2024-02-19 23:00:00,6309,6925,1358,221,2775,1647,869,0,54
2024-02-20 00:00:00,6013,6228,1357,275,2008,1638,894,0,53
2024-02-20 01:00:00,5731,5973,1356,329,1735,1618,883,0,52
2024-02-20 02:00:00,5739,5958,1366,314,1728,1615,881,0,54
2024-02-20 03:00:00,5615,5932,1368,293,1724,1614,880,0,53
2024-02-20 04:00:00,5673,5927,1368,308,1712,1616,869,0,53
2024-02-20 05:00:00,5905,6073,1368,357,1812,1610,868,1,57
2024-02-20 06:00:00,6361,6255,1372,386,1973,1620,847,0,55
2024-02-20 07:00:00,7003,6848,1370,390,2527,1621,871,10,57
2024-02-20 08:00:00,7572,7217,1371,397,2734,1639,865,150,57
2024-02-20 09:00:00,7655,7157,1337,290,2778,1631,777,285,59
2024-02-20 10:00:00,7352,6932,1334,233,2415,1668,737,483,58
2024-02-20 11:00:00,7073,6847,1356,181,2268,1669,737,578,58
2024-02-20 12:00:00,6863,6687,1339,144,2079,1658,722,686,58
2024-02-20 13:00:00,6989,6570,1351,125,2016,1656,748,614,57
2024-02-20 14:00:00,6942,6477,1337,136,2083,1651,741,470,57
2024-02-20 15:00:00,6954,6472,1343,234,2116,1663,739,316,59
2024-02-20 16:00:00,7063,6468,1346,316,2171,1655,736,183,58
2024-02-20 17:00:00,7331,6644,1368,439,2317,1685,744,30,60
2024-02-20 18:00:00,7756,7180,1367,619,2677,1718,740,0,58
2024-02-20 19:00:00,7836,7351,1368,713,2752,1720,742,0,58
2024-02-20 20:00:00,7661,7254,1363,669,2710,1709,746,0,57
2024-02-20 21:00:00,7277,7070,1365,606,2571,1719,753,0,55
2024-02-20 22:00:00,6730,6889,1365,556,2444,1710,757,0,56
2024-02-20 23:00:00,6253,6808,1364,485,2421,1710,767,0,55
2024-02-21 00:00:00,5990,6173,1364,399,1861,1725,767,0,56
2024-02-21 01:00:00,5779,5966,1367,371,1598,1709,866,0,56
2024-02-21 02:00:00,5592,5851,1372,327,1546,1697,853,0,55
2024-02-21 03:00:00,5637,5820,1371,222,1586,1704,881,0,56
2024-02-21 04:00:00,5627,5868,1371,224,1626,1708,883,0,55
2024-02-21 05:00:00,5763,5889,1374,254,1649,1698,860,0,55
2024-02-21 06:00:00,6320,5991,1376,298,1760,1715,785,0,55
2024-02-21 07:00:00,7027,6501,1371,304,2293,1730,741,2,57
