name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Bucharest,Romania",2024-02-01T00:00:00,-0.6,-0.6,-2.7,85.68,0,0,,0,0,7.6,3.8,221,1031.1,0,7.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T01:00:00,-1.4,-1.4,-2.9,89.48,0,0,,0,0,7.6,3.8,212,1031,0,5.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T02:00:00,-1.1,-1.1,-3.3,84.99,0,0,,0,0,7.2,3.5,211,1030.5,0,8.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T03:00:00,-1.9,-1.9,-3.5,88.65,0,0,,0,0,7.2,3.6,223,1030.3,0,5.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T04:00:00,-2.7,-2.7,-3.8,91.71,0,0,,0,0,7.2,3.6,211,1029.8,0,5.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T05:00:00,-2.9,-2.9,-4,91.72,0,0,,0,0,7.6,3.6,222,1029.1,0,5,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T06:00:00,-3,-3,-4.3,90.98,0,0,,0,0,7.9,3.6,220,1028.8,0,5.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T07:00:00,-3.1,-3.1,-4.5,90.21,0,0,,0,0,7.9,3.6,221,1028.5,0,5.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T08:00:00,-3.4,-3.4,-4.7,90.89,0,0,,0,0,9,3.8,220,1028.3,0,5.3,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T09:00:00,-2.8,-5.7,-4.3,89.46,0,0,,0,0,9.7,7.1,211,1028.3,0,5.3,1,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T10:00:00,-0.6,-3.2,-3.3,81.87,0,0,,0,0,16.6,7.2,221,1027.6,0,7.2,1,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T11:00:00,2.6,0.4,-2.4,69.88,0,0,,0,0,22.3,7.5,222,1027.1,0,8.3,8,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T12:00:00,4.7,2.1,-2,62.2,0,0,,0,0,26.6,10.8,239,1026.3,0,12.9,6,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T13:00:00,6.5,5.1,-0.9,58.9,0,0,,0,0,26.6,7.5,222,1025.3,0,14.9,5,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T14:00:00,7.6,6.3,-1.9,50.82,0,0,,0,0,25.9,7.5,229,1024.1,0,16.9,4,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T15:00:00,8.1,6.9,-1.1,52.01,0,0,,0,0,25.9,7.4,230,1023.2,0,15,3,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T16:00:00,8,6.2,-1.8,49.79,0,0,,0,0,24.8,10.8,220,1022.6,0,19.8,1,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T17:00:00,6.9,5.5,-2.8,50.27,0,0,,0,0,20.5,7.5,230,1022.1,0,18.9,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T18:00:00,5.3,3.7,-2.6,56.74,0,0,,0,0,13.7,7.3,240,1022.1,9.7,15,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T19:00:00,3,3,-2.4,67.58,0,0,,0,0,11.2,3.6,221,1022.1,27.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T20:00:00,2.3,2.3,-2.4,71.02,0,0,,0,0,6.1,3.6,220,1022,9.4,11.8,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T21:00:00,1.6,1.6,-2.1,76.78,0,0,,0,0,5.8,3.6,222,1021.8,0.6,5.3,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T22:00:00,1.4,1.4,-2.2,76.64,0,0,,0,0,5,3.6,183,1021.4,39.2,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-01T23:00:00,0.6,0.6,-2.4,80.02,0,0,,0,0,5.8,3.6,226,1021.1,0,4.4,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-02T00:00:00,-0.1,-0.1,-2.7,82.28,0,0,,0,0,6.5,3.6,212,1021.2,0.8,5.3,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
"Bucharest,Romania",2024-02-02T01:00:00,-0.4,-0.4,-2.9,82.8,0,0,,0,0,9.4,3.6,221,1021.3,32.3,4.9,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
