datetime,temp,feelslike,dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,has_snow,has_solarradiation,icon_cloudy,icon_fog,icon_partly_cloudy,icon_rain,icon_snow,ckwh,consumption,production,nuclear,wind,hydroelectric,oil_gas,coal,solar,biomass
2024-01-01 00:00:00,3.4,3.4,2.9,96.47,6.1,3.7,19.0,1018.1,0.0,4.4,0,0,0.0,0.0,0.0,0.0,0.0,1.07,5338,6223,1396,1115,1409,1434,837,0,31
2024-01-01 01:00:00,3.1,3.1,2.6,96.54,6.5,3.7,18.0,1017.7,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,1.5,5148,5775,1396,1228,870,1420,825,0,31
2024-01-01 02:00:00,2.1,2.1,1.8,97.83,6.1,3.4,10.0,1017.5,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4931,5904,1395,1351,868,1424,836,0,31
2024-01-01 03:00:00,1.6,1.6,1.4,98.49,6.5,0.3,354.0,1017.2,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4836,5879,1400,1344,837,1424,843,0,32
2024-01-01 04:00:00,1.5,1.5,1.2,97.81,6.8,0.3,315.0,1016.9,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4556,5865,1398,992,868,1401,788,0,31
2024-01-01 05:00:00,1.0,1.0,0.8,98.5,7.6,0.0,306.0,1016.4,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4791,5842,1398,864,866,1400,788,0,31
2024-01-01 06:00:00,0.6,0.6,0.2,97.73,6.8,0.3,241.0,1016.1,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4754,5849,1403,764,889,1393,757,0,31
2024-01-01 07:00:00,0.4,0.4,0.0,97.72,6.1,0.3,238.0,1015.7,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4391,5405,1403,745,1131,1401,781,0,31
2024-01-01 08:00:00,0.3,0.3,-0.2,96.98,5.0,3.6,355.0,1015.5,3.5,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4691,5409,1402,645,1277,1401,794,0,31
2024-01-01 09:00:00,0.4,0.4,-0.1,96.41,9.0,3.3,210.0,1015.6,17.0,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4537,5306,1393,419,1215,1310,796,141,31
2024-01-01 10:00:00,1.8,1.8,0.7,92.13,10.1,3.8,212.0,1015.4,38.5,3.5,0,1,0.0,0.0,1.0,0.0,0.0,0.0,4423,5310,1394,355,1024,1378,825,297,31
2024-01-01 11:00:00,5.1,5.1,1.6,78.28,11.2,3.9,212.0,1015.1,29.2,5.4,0,1,0.0,0.0,1.0,0.0,0.0,0.0,4379,5134,1396,329,970,1302,730,375,30
2024-01-01 12:00:00,8.2,7.0,2.8,69.15,16.6,7.2,232.0,1014.4,17.3,10.2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4542,5129,1395,299,939,1395,728,340,30
2024-01-01 13:00:00,9.9,9.0,3.6,65.15,18.7,7.5,230.0,1013.5,77.6,12.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,4635,5177,1394,359,945,1410,736,302,30
2024-01-01 14:00:00,10.8,10.8,4.3,64.05,19.4,11.0,230.0,1012.8,81.2,13.0,0,1,0.0,0.0,1.0,0.0,0.0,0.22,4670,5179,1394,414,969,1408,732,229,32
2024-01-01 15:00:00,11.3,11.3,4.6,63.24,19.4,7.4,211.0,1011.9,81.6,14.2,0,0,0.0,0.0,1.0,0.0,0.0,0.32,4820,5510,1396,608,1209,1406,729,129,32
2024-01-01 16:00:00,10.7,10.7,4.8,67.1,17.3,10.8,221.0,1011.9,81.6,14.1,0,0,0.0,0.0,1.0,0.0,0.0,0.99,5201,6514,1395,1005,1907,1418,736,21,32
2024-01-01 17:00:00,9.2,8.1,4.8,74.31,15.1,7.5,221.0,1011.9,50.6,11.3,0,0,0.0,0.0,1.0,0.0,0.0,3.92,5694,7055,1396,1437,2058,1405,726,0,32
2024-01-01 18:00:00,7.7,6.4,4.6,81.25,16.2,7.3,220.0,1011.8,37.8,10.0,0,0,0.0,0.0,1.0,0.0,0.0,5.31,5734,7394,1393,1826,2035,1391,717,0,32
2024-01-01 19:00:00,6.9,5.5,4.6,85.71,15.8,7.2,221.0,1012.2,2.6,10.0,0,0,0.0,0.0,0.0,0.0,0.0,6.14,5734,7513,1396,1859,2085,1414,730,0,32
2024-01-01 20:00:00,6.4,5.0,4.5,87.91,15.8,7.2,220.0,1012.3,73.8,5.4,0,0,0.0,0.0,1.0,0.0,0.0,6.07,5675,7772,1396,2029,2166,1421,724,0,32
2024-01-01 21:00:00,6.8,4.7,4.3,84.06,19.4,10.6,240.0,1012.4,28.2,8.2,0,0,0.0,0.0,1.0,0.0,0.0,5.5,5531,7709,1396,2135,2023,1405,717,0,31
2024-01-01 22:00:00,6.5,5.0,3.8,83.37,22.7,7.5,232.0,1012.3,49.4,9.4,0,0,0.0,0.0,1.0,0.0,0.0,4.85,5263,7612,1397,2109,1920,1427,728,0,31
2024-01-01 23:00:00,6.0,4.4,3.7,85.11,24.5,7.5,230.0,1012.5,78.9,7.5,0,0,0.0,0.0,1.0,0.0,0.0,0.99,4994,7312,1395,2192,1562,1408,722,0,31
2024-01-02 00:00:00,6.2,4.7,3.6,83.68,24.8,7.3,231.0,1012.5,81.4,8.3,0,0,0.0,0.0,1.0,0.0,0.0,0.99,4780,7070,1396,2173,1347,1401,722,0,31
2024-01-02 01:00:00,6.4,4.2,3.8,83.8,25.2,10.8,222.0,1012.6,90.0,7.3,0,0,0.0,0.0,1.0,0.0,0.0,3.56,4626,7100,1397,2102,1527,1347,695,0,31
2024-01-02 02:00:00,6.2,3.9,3.8,84.92,23.8,10.9,241.0,1012.3,90.6,6.3,0,0,1.0,0.0,0.0,0.0,0.0,2.94,4534,6869,1395,1931,1500,1325,694,0,32
2024-01-02 03:00:00,6.1,4.7,4.0,86.37,23.8,7.3,241.0,1012.6,90.6,6.3,0,0,1.0,0.0,0.0,0.0,0.0,1.96,4459,6524,1397,1480,1532,1377,707,0,31
2024-01-02 04:00:00,5.6,4.0,3.8,88.72,23.4,7.3,231.0,1012.7,89.8,5.3,0,0,0.0,0.0,1.0,0.0,0.0,2.77,4488,6156,1396,1025,1532,1363,808,0,32
2024-01-02 05:00:00,5.3,3.8,3.8,90.05,22.0,7.2,222.0,1012.5,89.4,6.3,0,0,0.0,0.0,1.0,0.0,0.0,1.64,4573,5786,1395,645,1481,1406,828,0,32
2024-01-02 06:00:00,5.1,3.6,3.7,90.21,20.9,6.9,240.0,1013.0,89.4,8.1,0,0,0.0,0.0,1.0,0.0,0.0,0.99,4663,5769,1394,504,1611,1406,824,0,32
2024-01-02 07:00:00,5.1,5.1,3.6,89.6,15.1,3.7,221.0,1013.2,99.4,10.9,0,0,1.0,0.0,0.0,0.0,0.0,3.88,4980,5908,1394,367,1908,1419,784,4,32
2024-01-02 08:00:00,5.1,3.5,3.4,88.29,12.2,7.2,231.0,1013.5,100.0,18.5,0,0,1.0,0.0,0.0,0.0,0.0,4.6,5298,6048,1395,230,2206,1432,745,8,32
2024-01-02 09:00:00,5.5,5.5,3.3,85.9,12.6,3.6,225.0,1014.0,100.0,19.7,0,0,1.0,0.0,0.0,0.0,0.0,7.39,5529,6206,1395,249,2205,1436,831,57,32
2024-01-02 10:00:00,5.8,4.4,3.4,84.15,13.7,7.1,220.0,1014.3,100.0,19.9,0,0,1.0,0.0,0.0,0.0,0.0,7.79,5618,6504,1393,133,2438,1469,863,176,32
2024-01-02 11:00:00,6.6,5.3,3.3,79.61,16.9,7.2,231.0,1014.8,100.0,20.0,0,1,1.0,0.0,0.0,0.0,0.0,7.64,5461,6635,1390,136,2424,1416,839,398,30
2024-01-02 12:00:00,7.0,5.8,3.3,77.28,20.9,7.2,231.0,1014.3,100.0,20.0,0,1,1.0,0.0,0.0,0.0,0.0,7.56,5189,6689,1392,357,2072,1431,809,596,31
2024-01-02 13:00:00,8.3,6.6,3.3,70.73,18.4,10.3,241.0,1014.3,77.6,20.0,0,1,0.0,0.0,1.0,0.0,0.0,7.79,5122,6246,1394,195,1944,1363,737,582,30
2024-01-02 14:00:00,10.3,10.3,2.7,58.98,16.6,6.9,229.0,1013.3,39.4,20.0,0,1,0.0,0.0,1.0,0.0,0.0,8.03,5160,6313,1395,291,1976,1419,739,462,30
2024-01-02 15:00:00,11.0,11.0,2.3,54.78,17.6,3.8,238.0,1013.0,37.7,20.0,0,1,0.0,0.0,1.0,0.0,0.0,8.13,5463,6129,1393,232,2045,1469,760,196,30
2024-01-02 16:00:00,10.4,10.4,1.1,52.6,16.2,7.2,237.0,1013.3,37.6,20.0,0,0,0.0,0.0,1.0,0.0,0.0,8.39,5821,6295,1396,262,2242,1492,859,12,30
2024-01-02 17:00:00,8.4,8.4,0.6,58.23,11.5,3.6,221.0,1013.4,28.0,20.0,0,0,0.0,0.0,1.0,0.0,0.0,8.53,6380,6553,1396,306,2450,1493,877,0,31
2024-01-02 18:00:00,5.4,5.4,0.6,70.84,3.6,0.3,256.0,1013.9,36.9,11.7,0,0,0.0,0.0,1.0,0.0,0.0,8.79,6410,6711,1395,276,2658,1483,868,0,31
2024-01-02 19:00:00,4.7,4.7,0.9,76.27,6.1,3.6,219.0,1013.9,9.3,4.5,0,0,0.0,0.0,0.0,0.0,0.0,8.6,6365,6676,1393,215,2662,1497,878,0,31
2024-01-02 20:00:00,3.7,3.7,1.0,82.19,7.2,3.6,221.0,1014.1,0.0,3.6,0,0,0.0,0.0,0.0,0.0,0.0,8.15,6194,6682,1392,325,2589,1473,873,0,31
2024-01-02 21:00:00,3.4,3.4,0.9,83.76,9.4,3.4,230.0,1014.1,37.4,4.5,0,0,0.0,0.0,1.0,0.0,0.0,7.52,5942,6545,1394,420,2402,1443,856,0,30
2024-01-02 22:00:00,3.1,3.1,0.1,80.65,9.7,3.6,202.0,1014.3,37.4,5.4,0,0,0.0,0.0,1.0,0.0,0.0,6.0,5620,6248,1396,438,2097,1427,854,1,32
2024-01-02 23:00:00,2.4,2.4,-0.3,82.59,9.7,3.6,211.0,1014.1,9.3,5.4,0,0,0.0,0.0,0.0,0.0,0.0,4.8,5273,6172,1393,488,2013,1403,845,0,31
2024-01-03 00:00:00,1.9,-0.2,-0.6,83.77,9.7,6.9,220.0,1014.0,0.6,12.8,0,0,0.0,0.0,0.0,0.0,0.0,4.1,4981,5601,1394,502,1449,1379,847,0,31
2024-01-03 01:00:00,1.3,1.3,-0.8,85.63,8.6,3.8,203.0,1013.9,0.6,15.6,0,0,0.0,0.0,0.0,0.0,0.0,3.75,4836,5800,1393,529,1545,1437,866,0,31
2024-01-03 02:00:00,0.6,0.6,-1.0,88.81,7.2,3.6,214.0,1013.2,0.6,15.5,0,0,0.0,0.0,0.0,0.0,0.0,1.94,4683,5809,1394,609,1520,1407,849,0,30
2024-01-03 03:00:00,0.9,0.9,-0.8,88.43,7.2,3.6,217.0,1012.6,9.5,18.3,0,0,0.0,0.0,0.0,0.0,0.0,1.82,4679,5900,1395,598,1595,1419,862,0,31
2024-01-03 04:00:00,1.5,1.5,-0.4,87.09,6.8,3.6,230.0,1012.6,81.4,19.4,0,0,0.0,0.0,1.0,0.0,0.0,1.73,4661,5963,1395,648,1603,1421,865,0,30
2024-01-03 05:00:00,2.4,2.4,-0.2,83.0,6.8,3.6,193.0,1011.8,90.6,19.5,0,0,1.0,0.0,0.0,0.0,0.0,1.68,4863,6150,1398,941,1571,1375,836,0,31
2024-01-03 06:00:00,2.5,2.5,0.0,83.49,6.5,3.6,224.0,1011.4,100.0,19.8,0,0,1.0,0.0,0.0,0.0,0.0,1.78,5394,6202,1393,1025,1607,1386,757,0,31
2024-01-03 07:00:00,2.7,2.7,0.1,82.86,5.8,3.5,211.0,1011.0,100.0,18.8,0,0,1.0,0.0,0.0,0.0,0.0,2.0,5982,6841,1398,1194,2052,1417,748,0,31
2024-01-03 08:00:00,2.3,2.3,-0.2,83.95,6.8,3.6,202.0,1011.0,100.0,14.0,0,0,1.0,0.0,0.0,0.0,0.0,3.41,6528,7253,1397,1167,2351,1431,866,9,30
2024-01-03 09:00:00,2.8,2.8,-0.2,81.0,8.3,3.6,211.0,1010.8,100.0,13.0,0,0,1.0,0.0,0.0,0.0,0.0,4.64,6907,7413,1359,1163,2415,1463,891,88,31
2024-01-03 10:00:00,4.2,2.5,0.6,77.44,12.6,6.9,221.0,1010.3,90.1,17.9,0,1,1.0,0.0,0.0,0.0,0.0,6.26,7023,7362,1318,1190,2395,1462,872,94,31
2024-01-03 11:00:00,5.6,4.0,1.3,74.17,16.9,7.2,211.0,1009.9,99.3,19.9,0,1,1.0,0.0,0.0,0.0,0.0,6.5,7077,7767,1338,1490,2476,1476,863,93,30
2024-01-03 12:00:00,6.4,5.0,2.3,75.12,20.9,7.2,211.0,1009.3,100.0,19.9,0,1,1.0,0.0,0.0,0.0,0.0,6.0,7068,7691,1311,1564,2298,1490,868,126,34
2024-01-03 13:00:00,6.8,5.5,3.8,80.73,24.1,7.3,220.0,1008.7,100.0,19.1,0,0,1.0,0.0,0.0,0.0,0.0,5.79,7116,7698,1324,1785,2075,1485,879,110,38
2024-01-03 14:00:00,6.7,5.3,4.3,84.76,21.6,7.5,221.0,1007.7,100.0,15.3,0,0,0.0,0.0,0.0,1.0,0.0,5.71,6913,8183,1340,2137,2291,1450,827,96,41
2024-01-03 15:00:00,6.9,4.8,4.8,86.29,25.2,11.1,220.0,1007.1,100.0,19.1,0,0,1.0,0.0,0.0,0.0,0.0,5.69,6893,8476,1365,2464,2223,1466,857,60,42
2024-01-03 16:00:00,7.6,5.6,5.1,84.38,27.4,10.9,221.0,1006.8,99.9,20.0,0,0,1.0,0.0,0.0,0.0,0.0,6.29,7041,7742,1363,1480,2319,1486,871,11,41
2024-01-03 17:00:00,7.5,6.3,5.3,85.76,28.8,7.4,222.0,1006.9,89.9,16.3,0,0,0.0,0.0,1.0,0.0,0.0,7.22,7239,7831,1363,1480,2492,1487,874,0,39
2024-01-03 18:00:00,7.2,5.8,5.5,89.24,23.4,7.5,221.0,1006.8,89.9,14.4,0,0,0.0,0.0,1.0,0.0,0.0,7.97,7360,8099,1375,1557,2538,1487,880,0,39
2024-01-03 19:00:00,7.8,6.6,6.1,88.87,22.0,7.3,241.0,1006.8,89.8,19.7,0,0,0.0,0.0,1.0,0.0,0.0,8.49,7299,8688,1369,2437,2493,1477,868,0,42
2024-01-03 20:00:00,7.8,6.6,5.6,85.98,22.7,7.3,241.0,1006.6,89.8,19.7,0,0,0.0,0.0,1.0,0.0,0.0,8.56,7011,8506,1368,2305,2432,1482,877,0,42
2024-01-03 21:00:00,7.6,5.6,5.3,85.41,25.9,10.8,232.0,1006.5,80.2,19.8,0,0,0.0,0.0,1.0,0.0,0.0,8.32,6635,8213,1373,2133,2326,1475,863,0,43
2024-01-03 22:00:00,7.6,5.6,5.3,85.4,27.0,10.9,241.0,1006.5,77.8,19.9,0,0,0.0,0.0,1.0,0.0,0.0,7.32,6176,8034,1373,2101,2208,1467,842,0,43
2024-01-03 23:00:00,7.3,5.3,5.1,85.94,26.3,10.9,241.0,1006.3,27.8,20.0,0,0,0.0,0.0,1.0,0.0,0.0,6.74,5804,7930,1371,2090,2121,1467,839,0,43
2024-01-04 00:00:00,7.3,4.7,5.1,86.11,27.0,13.9,240.0,1006.5,9.2,19.9,0,0,0.0,0.0,0.0,0.0,0.0,6.5,5632,7303,1372,2058,1539,1435,856,0,43
2024-01-04 01:00:00,6.3,4.9,4.6,89.04,24.8,7.2,231.0,1006.5,0.0,19.8,0,0,0.0,0.0,0.0,0.0,0.0,5.81,5440,7027,1386,1648,1539,1528,855,0,50
2024-01-04 02:00:00,5.5,4.0,4.4,92.05,23.4,7.2,222.0,1006.5,0.0,19.8,0,0,0.0,0.0,0.0,0.0,0.0,5.73,5353,7035,1391,1648,1539,1530,851,0,50
2024-01-04 03:00:00,5.3,2.9,4.3,93.31,24.8,10.7,221.0,1006.4,0.0,19.5,0,0,0.0,0.0,0.0,0.0,0.0,5.05,5326,7035,1392,1592,1545,1531,851,0,53
2024-01-04 04:00:00,4.9,3.2,3.9,93.2,24.5,7.3,221.0,1006.6,0.0,19.9,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5349,7035,1392,1591,1557,1536,860,0,53
2024-01-04 05:00:00,3.7,3.7,3.1,96.22,24.1,3.9,221.0,1006.8,0.0,14.5,0,0,0.0,0.0,0.0,0.0,0.0,2.55,5483,7035,1392,1525,1542,1537,861,0,53
2024-01-04 06:00:00,4.2,2.4,3.4,94.33,21.6,7.3,221.0,1006.5,0.0,19.8,0,0,0.0,0.0,0.0,0.0,0.0,3.5,5921,7091,1392,1517,1627,1540,856,0,54
2024-01-04 07:00:00,4.4,2.6,3.6,94.21,18.7,7.5,211.0,1006.5,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,5.77,6545,7681,1392,1551,2127,1581,855,0,55
2024-01-04 08:00:00,3.9,3.9,3.1,94.37,14.8,3.9,211.0,1006.7,30.0,20.0,0,0,0.0,0.0,0.0,1.0,0.0,7.27,6922,7828,1387,1649,2212,1582,874,67,57
2024-01-04 09:00:00,3.7,1.9,3.1,95.47,16.6,7.2,211.0,1007.0,80.0,14.5,0,0,0.0,0.0,1.0,0.0,0.0,8.5,6973,8093,1354,1722,2326,1593,876,163,56
2024-01-04 10:00:00,5.1,3.5,3.7,90.57,16.9,7.2,212.0,1006.9,99.9,17.2,0,1,1.0,0.0,0.0,0.0,0.0,9.15,6898,7995,1359,1577,2266,1593,872,272,55
2024-01-04 11:00:00,7.2,7.2,4.7,84.07,16.9,3.9,239.0,1006.6,90.7,20.0,0,1,1.0,0.0,0.0,0.0,0.0,9.42,6859,7887,1369,1433,2233,1590,870,337,54
2024-01-04 12:00:00,10.6,10.6,5.6,71.19,19.1,7.5,230.0,1005.7,43.4,20.0,0,1,0.0,0.0,1.0,0.0,0.0,7.38,6905,7622,1382,1179,2236,1604,876,292,52
2024-01-04 13:00:00,12.5,12.5,5.8,63.78,21.2,11.0,240.0,1004.7,90.0,20.0,0,1,0.0,0.0,1.0,0.0,0.0,7.01,6883,7394,1379,968,2284,1590,866,255,52
2024-01-04 14:00:00,12.4,12.4,6.1,65.12,19.8,7.5,230.0,1003.6,89.4,20.0,0,1,0.0,0.0,1.0,0.0,0.0,7.01,6817,7351,1369,801,2370,1689,899,170,54
2024-01-04 15:00:00,11.9,11.9,6.3,68.76,21.6,7.3,241.0,1003.1,89.2,20.0,0,0,0.0,0.0,1.0,0.0,0.0,8.6,6874,7308,1379,750,2469,1666,877,112,53
2024-01-04 16:00:00,11.8,11.8,6.8,71.27,17.6,7.2,240.0,1002.8,90.0,20.0,0,0,0.0,0.0,1.0,0.0,0.0,9.21,7070,7547,1387,942,2522,1748,871,21,55
2024-01-04 17:00:00,11.3,11.3,6.8,73.78,16.9,7.5,230.0,1003.1,100.0,20.0,0,0,1.0,0.0,0.0,0.0,0.0,9.86,7504,7875,1394,1110,2676,1755,883,0,55
2024-01-04 18:00:00,11.0,11.0,7.5,78.89,20.9,10.8,230.0,1003.2,100.0,20.0,0,0,1.0,0.0,0.0,0.0,0.0,10.45,7519,8404,1398,1515,2803,1757,874,0,56
2024-01-04 19:00:00,10.1,10.1,7.6,84.82,20.9,7.5,240.0,1003.8,50.7,20.0,0,0,0.0,0.0,1.0,0.0,0.0,11.27,7475,8566,1396,2069,2446,1735,865,0,54
2024-01-04 20:00:00,8.9,7.1,7.3,90.03,26.6,10.9,231.0,1004.4,34.6,20.0,0,0,0.0,0.0,0.0,1.0,0.0,11.45,7282,8728,1395,2357,2383,1713,825,0,55
2024-01-04 21:00:00,7.7,6.4,6.5,92.31,29.9,7.5,241.0,1004.8,9.6,19.9,0,0,0.0,0.0,0.0,0.0,0.0,11.05,6976,8315,1394,2254,2256,1615,742,0,54
2024-01-04 22:00:00,7.2,5.8,5.1,86.81,30.2,7.5,241.0,1005.5,7.9,19.9,0,0,0.0,0.0,0.0,0.0,0.0,10.1,6415,8157,1394,1883,2360,1647,820,0,53
2024-01-04 23:00:00,7.6,5.6,4.0,78.1,31.7,10.9,250.0,1006.3,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,9.49,5975,8126,1393,1853,2338,1629,859,0,54
2024-01-05 00:00:00,8.5,7.4,2.8,67.72,36.0,7.3,242.0,1007.0,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,9.19,5683,7456,1394,1721,1693,1712,883,0,54
2024-01-05 01:00:00,7.4,4.8,3.3,75.3,34.6,14.2,241.0,1007.7,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,8.86,5516,7378,1394,1890,1566,1605,869,0,54
2024-01-05 02:00:00,6.6,4.4,3.5,80.7,29.5,10.9,241.0,1008.1,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,8.61,5389,7375,1396,1958,1564,1607,797,0,54
2024-01-05 03:00:00,6.1,3.3,3.1,81.09,33.1,14.1,240.0,1008.4,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,8.05,5327,7175,1394,1770,1565,1626,766,0,55
2024-01-05 04:00:00,6.6,4.4,2.8,76.68,33.1,10.9,250.0,1009.1,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,7.7,5382,7273,1397,1730,1563,1642,887,0,55
2024-01-05 05:00:00,5.8,3.5,2.3,78.03,31.0,10.9,231.0,1009.9,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,7.3,5459,7284,1396,1721,1615,1624,873,0,55
2024-01-05 06:00:00,4.7,4.7,2.1,83.25,28.1,4.2,231.0,1010.4,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,7.28,5920,7368,1395,1773,1719,1589,838,0,54
2024-01-05 07:00:00,5.1,2.7,2.5,83.06,25.9,10.6,241.0,1011.2,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,7.53,6537,7737,1395,1721,2091,1618,858,0,54
2024-01-05 08:00:00,5.1,3.4,2.1,81.3,24.8,7.5,231.0,1011.9,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,9.38,6829,8154,1395,1653,2470,1642,887,51,55
2024-01-05 09:00:00,6.6,5.1,1.6,70.68,24.5,7.5,240.0,1012.6,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,10.46,6806,8255,1386,1696,2374,1620,808,315,54
2024-01-05 10:00:00,7.5,5.5,2.3,69.51,24.5,10.9,232.0,1013.4,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,10.68,6651,8034,1384,1472,2218,1592,718,596,53
2024-01-05 11:00:00,9.3,8.3,3.2,65.78,24.5,7.6,231.0,1014.2,0.0,20.0,0,1,0.0,0.0,0.0,0.0,0.0,10.07,6355,7845,1355,1134,2248,1603,726,724,53
2024-01-05 12:00:00,12.9,12.9,3.2,51.45,23.4,11.1,240.0,1014.0,0.2,20.0,0,1,0.0,0.0,0.0,0.0,0.0,9.75,6195,7606,1368,874,2211,1610,736,751,54
2024-01-05 13:00:00,13.9,13.9,4.3,52.23,23.0,11.1,231.0,1013.5,0.8,20.0,0,1,0.0,0.0,0.0,0.0,0.0,9.85,6223,7303,1372,769,2102,1590,729,687,53
2024-01-05 14:00:00,14.7,14.7,3.4,46.62,25.6,11.0,239.0,1013.4,39.8,20.0,0,1,0.0,0.0,1.0,0.0,0.0,9.72,6436,7232,1380,810,2196,1610,733,451,51
2024-01-05 15:00:00,15.4,15.4,3.1,43.77,27.7,7.7,230.0,1013.8,39.5,20.0,0,1,0.0,0.0,1.0,0.0,0.0,10.29,6692,7154,1385,849,2313,1625,739,187,54
2024-01-05 16:00:00,13.9,13.9,3.6,49.8,26.3,10.8,220.0,1014.3,39.8,20.0,0,0,0.0,0.0,1.0,0.0,0.0,11.03,7099,7394,1388,972,2378,1740,844,15,56
2024-01-05 17:00:00,11.7,11.7,4.4,61.02,20.2,7.3,221.0,1015.2,39.2,20.0,0,0,0.0,0.0,1.0,0.0,0.0,11.22,7692,7609,1390,1173,2446,1734,812,0,53
2024-01-05 18:00:00,8.7,8.7,3.4,69.37,13.3,3.7,181.0,1015.6,30.1,17.2,0,0,0.0,0.0,1.0,0.0,0.0,11.39,7657,7554,1390,936,2650,1734,789,0,53
2024-01-05 19:00:00,7.2,7.2,3.5,77.45,7.9,0.3,169.0,1016.0,46.9,17.2,0,0,0.0,0.0,1.0,0.0,0.0,11.61,7570,7438,1388,690,2692,1740,874,0,55
2024-01-05 20:00:00,6.0,6.0,3.4,83.79,4.7,0.1,206.0,1016.3,27.7,10.6,0,0,0.0,0.0,1.0,0.0,0.0,11.26,7407,7143,1396,371,2704,1738,891,0,42
2024-01-05 21:00:00,5.9,5.9,3.5,84.8,5.0,3.6,210.0,1016.5,55.2,5.6,0,0,0.0,0.0,1.0,0.0,0.0,10.98,6950,6867,1395,258,2529,1762,877,0,46
2024-01-05 22:00:00,5.1,5.1,3.5,89.29,5.4,0.3,69.0,1016.3,55.3,9.1,0,0,0.0,0.0,1.0,0.0,0.0,10.57,6371,6700,1395,291,2498,1629,834,0,53
2024-01-05 23:00:00,4.4,4.4,3.4,92.79,5.0,0.3,315.0,1016.2,73.9,7.2,0,0,0.0,0.0,1.0,0.0,0.0,9.71,5927,6846,1392,418,2487,1647,849,0,53
2024-01-06 00:00:00,4.1,4.1,3.1,93.5,4.7,0.1,124.0,1016.0,75.0,6.2,0,0,0.0,0.0,1.0,0.0,0.0,9.49,5654,6651,1393,765,1823,1775,842,0,53
2024-01-06 01:00:00,4.6,4.6,3.6,93.45,5.0,0.4,341.0,1015.6,84.6,7.2,0,0,0.0,0.0,1.0,0.0,0.0,8.68,5431,6616,1394,1003,1665,1630,873,0,52
2024-01-06 02:00:00,5.2,5.2,3.7,90.53,7.6,3.7,10.0,1014.9,97.5,9.1,0,0,1.0,0.0,0.0,0.0,0.0,8.23,5345,6743,1394,1080,1678,1647,894,0,52
2024-01-06 03:00:00,5.0,5.0,3.7,91.61,7.6,3.6,58.0,1014.8,98.7,8.2,0,0,1.0,0.0,0.0,0.0,0.0,8.02,5275,6842,1393,1242,1645,1634,882,0,52
2024-01-06 04:00:00,5.0,5.0,3.5,90.45,8.6,3.6,9.0,1014.5,90.1,10.0,0,0,1.0,0.0,0.0,0.0,0.0,7.61,5254,6930,1396,1345,1627,1631,879,0,52
2024-01-06 05:00:00,4.7,4.7,3.4,91.2,9.0,3.6,19.0,1013.7,90.1,9.1,0,0,1.0,0.0,0.0,0.0,0.0,7.3,5319,7012,1395,1447,1623,1619,876,0,52
2024-01-06 06:00:00,5.2,5.2,2.1,80.28,11.5,3.7,29.0,1013.0,98.7,14.8,0,0,1.0,0.0,0.0,0.0,0.0,7.3,5478,7147,1397,1539,1709,1601,847,0,54
2024-01-06 07:00:00,4.4,4.4,1.1,78.93,6.8,3.6,7.0,1012.9,90.2,16.6,0,0,1.0,0.0,0.0,0.0,0.0,7.46,5736,7613,1398,1711,2018,1591,841,0,56
2024-01-06 08:00:00,3.9,3.9,1.0,81.44,9.4,0.3,346.0,1012.9,100.0,15.7,0,0,1.0,0.0,0.0,0.0,0.0,7.51,5896,7514,1394,1735,1949,1573,772,34,55
2024-01-06 09:00:00,4.1,4.1,1.3,81.6,9.4,0.2,51.0,1012.9,90.1,13.8,0,1,1.0,0.0,0.0,0.0,0.0,8.14,6000,7327,1380,1458,1970,1609,729,125,55
2024-01-06 10:00:00,5.8,5.8,2.2,77.87,5.4,0.3,65.0,1012.5,99.3,13.1,0,1,1.0,0.0,0.0,0.0,0.0,8.84,5870,7170,1376,1049,2097,1629,740,222,55
