dt,c_kwH
09/02/2024 1:00,7.43
09/02/2024 2:00,6.61
09/02/2024 3:00,6.46
09/02/2024 4:00,6.27
09/02/2024 5:00,6.15
09/02/2024 6:00,6.15
09/02/2024 7:00,6.57
09/02/2024 8:00,7.95
09/02/2024 9:00,9.04
09/02/2024 10:00,8.99
09/02/2024 11:00,8.5
09/02/2024 12:00,6.6
09/02/2024 13:00,3.09
09/02/2024 14:00,1.74
09/02/2024 15:00,4.87
09/02/2024 16:00,8.09
09/02/2024 17:00,8.53
09/02/2024 18:00,8.87
09/02/2024 19:00,9.36
09/02/2024 20:00,9.51
09/02/2024 21:00,9.04
09/02/2024 22:00,8.76
09/02/2024 23:00,7.69
10/02/2024 0:00,7.49
10/02/2024 1:00,7.09
10/02/2024 2:00,6.31
10/02/2024 3:00,6.41
10/02/2024 4:00,6.44
10/02/2024 5:00,6.44
10/02/2024 6:00,6.44
10/02/2024 7:00,6.58
10/02/2024 8:00,7.09
10/02/2024 9:00,7.49
10/02/2024 10:00,7.77
10/02/2024 11:00,8.04
10/02/2024 12:00,7.47
10/02/2024 13:00,6.95
10/02/2024 14:00,6.47
10/02/2024 15:00,6.67
10/02/2024 16:00,6.95
10/02/2024 17:00,7.72
10/02/2024 18:00,8.53
10/02/2024 19:00,8.84
10/02/2024 20:00,8.85
10/02/2024 21:00,8.12
10/02/2024 22:00,7.44
10/02/2024 23:00,6.79
11/02/2024 0:00,6.62
11/02/2024 1:00,6.35
11/02/2024 2:00,5.56
11/02/2024 3:00,5.38
11/02/2024 4:00,5.26
11/02/2024 5:00,4.68
11/02/2024 6:00,4.34
11/02/2024 7:00,4.61
11/02/2024 8:00,4.92
11/02/2024 9:00,3.41
11/02/2024 10:00,1.5
11/02/2024 11:00,5.14
11/02/2024 12:00,4.1
11/02/2024 13:00,2
11/02/2024 14:00,1.01
11/02/2024 15:00,1.01
11/02/2024 16:00,2
11/02/2024 17:00,6.29
11/02/2024 18:00,6.76
11/02/2024 19:00,7.63
11/02/2024 20:00,8.22
11/02/2024 21:00,8.08
11/02/2024 22:00,7.68
11/02/2024 23:00,7.07
12/02/2024 0:00,6.84
12/02/2024 1:00,6.4
12/02/2024 2:00,6.44
12/02/2024 3:00,5.76
12/02/2024 4:00,5.59
12/02/2024 5:00,5.46
12/02/2024 6:00,5.92
12/02/2024 7:00,6.5
12/02/2024 8:00,7.6
12/02/2024 9:00,8.54
12/02/2024 10:00,10.04
12/02/2024 11:00,9.65
12/02/2024 12:00,8.55
12/02/2024 13:00,4.44
12/02/2024 14:00,4.28
12/02/2024 15:00,7.21
12/02/2024 16:00,7.65
12/02/2024 17:00,8.1
12/02/2024 18:00,8.45
12/02/2024 19:00,9.11
12/02/2024 20:00,9.6
12/02/2024 21:00,8.91
12/02/2024 22:00,7.92
12/02/2024 23:00,7.15
13/02/2024 0:00,6.59
13/02/2024 1:00,6.19
13/02/2024 2:00,6.86
13/02/2024 3:00,6.54
13/02/2024 4:00,6.34
13/02/2024 5:00,6.05
13/02/2024 6:00,6.01
13/02/2024 7:00,6.36
13/02/2024 8:00,7.13
13/02/2024 9:00,8.98
13/02/2024 10:00,8.93
13/02/2024 11:00,7.51
13/02/2024 12:00,6.92
13/02/2024 13:00,6.39
13/02/2024 14:00,6.05
13/02/2024 15:00,6.03
13/02/2024 16:00,6.31
13/02/2024 17:00,7.07
13/02/2024 18:00,9.33
13/02/2024 19:00,10.25
13/02/2024 20:00,10.63
13/02/2024 21:00,9.81
13/02/2024 22:00,9.4
13/02/2024 23:00,8.87
14/02/2024 0:00,7.86
14/02/2024 1:00,5.69
14/02/2024 2:00,6.06
14/02/2024 3:00,5.93
14/02/2024 4:00,5.58
14/02/2024 5:00,5.48
14/02/2024 6:00,5.51
14/02/2024 7:00,6.88
14/02/2024 8:00,8.6
14/02/2024 9:00,9.14
14/02/2024 10:00,8.99
14/02/2024 11:00,6.97
14/02/2024 12:00,6.39
14/02/2024 13:00,6.33
14/02/2024 14:00,6.2
14/02/2024 15:00,6.13
14/02/2024 16:00,6.72
14/02/2024 17:00,7.38
14/02/2024 18:00,8.82
14/02/2024 19:00,9.53
14/02/2024 20:00,9.73
14/02/2024 21:00,9.35
14/02/2024 22:00,8.53
14/02/2024 23:00,7.62
15/02/2024 0:00,6.82
15/02/2024 1:00,6.38
15/02/2024 2:00,2.01
15/02/2024 3:00,2.16
15/02/2024 4:00,2.23
15/02/2024 5:00,2.97
15/02/2024 6:00,3.1
15/02/2024 7:00,5.15
15/02/2024 8:00,7.97
15/02/2024 9:00,8.42
15/02/2024 10:00,7.81
15/02/2024 11:00,3.89
15/02/2024 12:00,1.01
15/02/2024 13:00,1.01
15/02/2024 14:00,1.01
15/02/2024 15:00,1.5
15/02/2024 16:00,6.03
15/02/2024 17:00,7.62
15/02/2024 18:00,8.9
15/02/2024 19:00,9.45
15/02/2024 20:00,9.53
15/02/2024 21:00,8.99
15/02/2024 22:00,8.27
15/02/2024 23:00,7.74
16/02/2024 0:00,6.98
16/02/2024 1:00,6.35
16/02/2024 2:00,5.18
16/02/2024 3:00,5.11
16/02/2024 4:00,4.99
16/02/2024 5:00,4.86
16/02/2024 6:00,5.04
16/02/2024 7:00,5.27
16/02/2024 8:00,7.67
16/02/2024 9:00,7.82
16/02/2024 10:00,7.05
16/02/2024 11:00,6.48
16/02/2024 12:00,5.44
16/02/2024 13:00,4.23
16/02/2024 14:00,5.24
16/02/2024 15:00,5.24
16/02/2024 16:00,5.38
16/02/2024 17:00,6.27
16/02/2024 18:00,7.6
16/02/2024 19:00,9.89
16/02/2024 20:00,9.12
16/02/2024 21:00,8.51
16/02/2024 22:00,8
16/02/2024 23:00,7.78
17/02/2024 0:00,7.28
17/02/2024 1:00,6.29
17/02/2024 2:00,6.42
17/02/2024 3:00,6.03
17/02/2024 4:00,5.95
17/02/2024 5:00,5.55
17/02/2024 6:00,5.51
17/02/2024 7:00,6
17/02/2024 8:00,5.88
17/02/2024 9:00,6.03
17/02/2024 10:00,5.53
17/02/2024 11:00,5.66
17/02/2024 12:00,2.93
17/02/2024 13:00,2.98
17/02/2024 14:00,3.16
17/02/2024 15:00,4.19
17/02/2024 16:00,5.58
17/02/2024 17:00,6.7
17/02/2024 18:00,7.59
17/02/2024 19:00,8.81
17/02/2024 20:00,11.34
17/02/2024 21:00,8.95
17/02/2024 22:00,8.04
17/02/2024 23:00,7.43
18/02/2024 0:00,7.2
18/02/2024 1:00,6.91
18/02/2024 2:00,6.21
18/02/2024 3:00,5.48
18/02/2024 4:00,5.14
18/02/2024 5:00,5.02
18/02/2024 6:00,5
18/02/2024 7:00,4.85
18/02/2024 8:00,4.6
18/02/2024 9:00,4.9
18/02/2024 10:00,4.73
18/02/2024 11:00,4.3
18/02/2024 12:00,4.05
18/02/2024 13:00,4.1
18/02/2024 14:00,4
18/02/2024 15:00,3.97
18/02/2024 16:00,4.27
18/02/2024 17:00,5.26
18/02/2024 18:00,6.01
18/02/2024 19:00,6.9
18/02/2024 20:00,7.18
18/02/2024 21:00,7.02
18/02/2024 22:00,6.47
18/02/2024 23:00,5.98
19/02/2024 0:00,5.73
19/02/2024 1:00,5.39
19/02/2024 2:00,4.4
19/02/2024 3:00,4.46
19/02/2024 4:00,4.48
19/02/2024 5:00,4.39
19/02/2024 6:00,4.49
19/02/2024 7:00,5.16
19/02/2024 8:00,9.1
19/02/2024 9:00,9.08
19/02/2024 10:00,8.6
19/02/2024 11:00,7.67
19/02/2024 12:00,7.46
19/02/2024 13:00,7.52
19/02/2024 14:00,7.35
19/02/2024 15:00,7.48
19/02/2024 16:00,7.42
19/02/2024 17:00,8.64
19/02/2024 18:00,8.55
19/02/2024 19:00,10.5
19/02/2024 20:00,11.65
19/02/2024 21:00,9.04
19/02/2024 22:00,8.48
19/02/2024 23:00,6.87
20/02/2024 0:00,6.63
20/02/2024 1:00,5.91
20/02/2024 2:00,5.81
20/02/2024 3:00,5.43
20/02/2024 4:00,5.4
20/02/2024 5:00,5.36
20/02/2024 6:00,5.8
20/02/2024 7:00,7.86
20/02/2024 8:00,8.9
20/02/2024 9:00,9.73
20/02/2024 10:00,11.06
20/02/2024 11:00,8.53
20/02/2024 12:00,7.55
20/02/2024 13:00,7.86
20/02/2024 14:00,7.25
20/02/2024 15:00,7.09
20/02/2024 16:00,7.92
20/02/2024 17:00,8.65
20/02/2024 18:00,9.04
20/02/2024 19:00,9.95
20/02/2024 20:00,11.05
20/02/2024 21:00,9.04
20/02/2024 22:00,8.02
20/02/2024 23:00,8.63
21/02/2024 0:00,6.91
21/02/2024 1:00,8.01
21/02/2024 2:00,7.5
21/02/2024 3:00,6.68
21/02/2024 4:00,6
21/02/2024 5:00,6.08
21/02/2024 6:00,7.09
21/02/2024 7:00,8.14
21/02/2024 8:00,9
21/02/2024 9:00,10
21/02/2024 10:00,9.04
21/02/2024 11:00,6.97
21/02/2024 12:00,6.41
21/02/2024 13:00,6.04
21/02/2024 14:00,5.3
21/02/2024 15:00,5.41
21/02/2024 16:00,7.18
21/02/2024 17:00,8.61
21/02/2024 18:00,8.96
21/02/2024 19:00,10.86
21/02/2024 20:00,12.2
21/02/2024 21:00,11.63
21/02/2024 22:00,9.8
21/02/2024 23:00,9
22/02/2024 0:00,6.59
22/02/2024 1:00,8.68
22/02/2024 2:00,8.84
22/02/2024 3:00,7.8
22/02/2024 4:00,7.03
22/02/2024 5:00,7.03
22/02/2024 6:00,7.32
22/02/2024 7:00,11.8
22/02/2024 8:00,9.41
22/02/2024 9:00,9.84
22/02/2024 10:00,8.03
22/02/2024 11:00,7.2
22/02/2024 12:00,6.87
22/02/2024 13:00,6.64
22/02/2024 14:00,6.57
22/02/2024 15:00,6.58
22/02/2024 16:00,6.7
22/02/2024 17:00,6.96
22/02/2024 18:00,7.6
22/02/2024 19:00,9.04
22/02/2024 20:00,8.85
22/02/2024 21:00,7.03
22/02/2024 22:00,5.13
22/02/2024 23:00,4.16
23/02/2024 0:00,2.04
23/02/2024 1:00,1.01
23/02/2024 2:00,1.13
23/02/2024 3:00,1.9
23/02/2024 4:00,1.27
23/02/2024 5:00,1.01
23/02/2024 6:00,1.61
23/02/2024 7:00,5.11
23/02/2024 8:00,7.11
23/02/2024 9:00,7.9
23/02/2024 10:00,7.62
23/02/2024 11:00,7.17
23/02/2024 12:00,6.17
23/02/2024 13:00,5.87
23/02/2024 14:00,5.76
23/02/2024 15:00,5.63
23/02/2024 16:00,6.45
23/02/2024 17:00,6.79
23/02/2024 18:00,7.4
23/02/2024 19:00,7.98
23/02/2024 20:00,8.64
23/02/2024 21:00,8.4
23/02/2024 22:00,7.3
23/02/2024 23:00,6.93
24/02/2024 0:00,6.8
24/02/2024 1:00,6.51
24/02/2024 2:00,6.65
24/02/2024 3:00,6.39
24/02/2024 4:00,5.95
24/02/2024 5:00,5.52
24/02/2024 6:00,5.54
24/02/2024 7:00,5.71
24/02/2024 8:00,6.17
24/02/2024 9:00,6.61
24/02/2024 10:00,6.44
24/02/2024 11:00,5.76
24/02/2024 12:00,3.49
24/02/2024 13:00,3.08
24/02/2024 14:00,3.52
24/02/2024 15:00,3.22
24/02/2024 16:00,3.76
24/02/2024 17:00,4.5
24/02/2024 18:00,5.86
24/02/2024 19:00,7.07
24/02/2024 20:00,7.85
24/02/2024 21:00,7.41
24/02/2024 22:00,6.52
24/02/2024 23:00,5.99
25/02/2024 0:00,5.67
25/02/2024 1:00,5.29
25/02/2024 2:00,5.66
25/02/2024 3:00,5.54
25/02/2024 4:00,5.54
25/02/2024 5:00,5.49
25/02/2024 6:00,5.52
25/02/2024 7:00,5.51
25/02/2024 8:00,5.68
25/02/2024 9:00,5.99
25/02/2024 10:00,6.22
25/02/2024 11:00,6.22
25/02/2024 12:00,5.63
25/02/2024 13:00,5.41
25/02/2024 14:00,5
25/02/2024 15:00,4.6
25/02/2024 16:00,4.98
25/02/2024 17:00,5.5
25/02/2024 18:00,6.69
25/02/2024 19:00,7.91
25/02/2024 20:00,9.05
25/02/2024 21:00,7.89
25/02/2024 22:00,6.99
25/02/2024 23:00,6.58
26/02/2024 0:00,6.52
26/02/2024 1:00,5.84
26/02/2024 2:00,5.78
26/02/2024 3:00,5.68
26/02/2024 4:00,5.37
26/02/2024 5:00,5.18
26/02/2024 6:00,5.32
26/02/2024 7:00,5.79
26/02/2024 8:00,6.93
26/02/2024 9:00,7.92
26/02/2024 10:00,8.16
26/02/2024 11:00,7.38
26/02/2024 12:00,6.67
26/02/2024 13:00,6.5
26/02/2024 14:00,5.84
26/02/2024 15:00,5.82
26/02/2024 16:00,6.13
26/02/2024 17:00,6.5
26/02/2024 18:00,6.99
26/02/2024 19:00,7.73
26/02/2024 20:00,8.75
26/02/2024 21:00,8.73
26/02/2024 22:00,8.26
26/02/2024 23:00,7.09
27/02/2024 0:00,6.52
27/02/2024 1:00,6.08
27/02/2024 2:00,5.76
27/02/2024 3:00,5.76
27/02/2024 4:00,5.74
27/02/2024 5:00,5.69
27/02/2024 6:00,5.74
27/02/2024 7:00,6.49
27/02/2024 8:00,8.09
27/02/2024 9:00,9.31
27/02/2024 10:00,9.53
27/02/2024 11:00,8.08
27/02/2024 12:00,6.87
27/02/2024 13:00,6.47
27/02/2024 14:00,5.9
27/02/2024 15:00,5.9
27/02/2024 16:00,6.41
27/02/2024 17:00,7.06
27/02/2024 18:00,7.71
27/02/2024 19:00,9.94
27/02/2024 20:00,11.11
27/02/2024 21:00,10.52
27/02/2024 22:00,8.99
27/02/2024 23:00,8.35
28/02/2024 0:00,7.24
28/02/2024 1:00,6.5
28/02/2024 2:00,6.04
28/02/2024 3:00,5.94
28/02/2024 4:00,6.13
28/02/2024 5:00,6.35
28/02/2024 6:00,6.63
28/02/2024 7:00,7.05
28/02/2024 8:00,8.46
28/02/2024 9:00,9.66
28/02/2024 10:00,10.45
28/02/2024 11:00,8.55
28/02/2024 12:00,7.4
28/02/2024 13:00,6.76
28/02/2024 14:00,6.39
28/02/2024 15:00,6.55
28/02/2024 16:00,6.64
28/02/2024 17:00,7.62
28/02/2024 18:00,8.33
28/02/2024 19:00,9.27
28/02/2024 20:00,9.8
28/02/2024 21:00,9.13
28/02/2024 22:00,8.49
28/02/2024 23:00,8.16
29/02/2024 0:00,7.37
29/02/2024 1:00,6.22
29/02/2024 2:00,6.34
29/02/2024 3:00,6.21
29/02/2024 4:00,6
29/02/2024 5:00,5.86
29/02/2024 6:00,5.92
29/02/2024 7:00,7.22
29/02/2024 8:00,8.03
29/02/2024 9:00,8.7
29/02/2024 10:00,8.39
29/02/2024 11:00,7.34
29/02/2024 12:00,6.18
29/02/2024 13:00,5.67
29/02/2024 14:00,5.46
29/02/2024 15:00,5.62
29/02/2024 16:00,6.24
29/02/2024 17:00,6.84
29/02/2024 18:00,7.88
29/02/2024 19:00,8.43
29/02/2024 20:00,8.63
29/02/2024 21:00,8.1
29/02/2024 22:00,7.28
29/02/2024 23:00,6.73
01/03/2024 0:00,6.49
01/03/2024 1:00,6.09
01/03/2024 2:00,6.2
01/03/2024 3:00,6.14
01/03/2024 4:00,5.81
01/03/2024 5:00,5.78
01/03/2024 6:00,5.83
01/03/2024 7:00,6.25
01/03/2024 8:00,7.16
01/03/2024 9:00,7.94
01/03/2024 10:00,8.52
01/03/2024 11:00,7.6
01/03/2024 12:00,6.68
01/03/2024 13:00,6.59
01/03/2024 14:00,6.44
01/03/2024 15:00,6.38
01/03/2024 16:00,6.7
01/03/2024 17:00,7.07
01/03/2024 18:00,7.56
01/03/2024 19:00,8.8
01/03/2024 20:00,9.24
01/03/2024 21:00,8.72
01/03/2024 22:00,7.75
01/03/2024 23:00,7.16
02/03/2024 0:00,7.01
02/03/2024 1:00,6.64
02/03/2024 2:00,6
02/03/2024 3:00,5.6
02/03/2024 4:00,5.6
02/03/2024 5:00,5.55
02/03/2024 6:00,5.49
02/03/2024 7:00,5.6
02/03/2024 8:00,5.66
02/03/2024 9:00,6.07
02/03/2024 10:00,6.38
02/03/2024 11:00,6.58
02/03/2024 12:00,6.04
02/03/2024 13:00,5.97
02/03/2024 14:00,5.62
02/03/2024 15:00,5.49
02/03/2024 16:00,5.99
02/03/2024 17:00,6.61
02/03/2024 18:00,7.3
02/03/2024 19:00,8.26
02/03/2024 20:00,9.36
02/03/2024 21:00,8.99
02/03/2024 22:00,7.7
02/03/2024 23:00,7.03
03/03/2024 0:00,6.45
03/03/2024 1:00,5.88
03/03/2024 2:00,5.57
03/03/2024 3:00,5.55
03/03/2024 4:00,5.55
03/03/2024 5:00,5.59
03/03/2024 6:00,5.53
03/03/2024 7:00,5.64
03/03/2024 8:00,5.72
03/03/2024 9:00,5.85
03/03/2024 10:00,5.69
03/03/2024 11:00,5.62
03/03/2024 12:00,5.44
03/03/2024 13:00,5.19
03/03/2024 14:00,4.83
03/03/2024 15:00,4.25
03/03/2024 16:00,4.68
03/03/2024 17:00,5.43
03/03/2024 18:00,6.03
03/03/2024 19:00,8.05
03/03/2024 20:00,9.24
03/03/2024 21:00,8.7
03/03/2024 22:00,8.18
03/03/2024 23:00,7.5
04/03/2024 0:00,7.22
04/03/2024 1:00,7.24
04/03/2024 2:00,6.91
04/03/2024 3:00,6.79
04/03/2024 4:00,6.74
04/03/2024 5:00,6.62
04/03/2024 6:00,6.56
04/03/2024 7:00,7.08
04/03/2024 8:00,8.12
04/03/2024 9:00,9.67
04/03/2024 10:00,10.3
04/03/2024 11:00,8.5
04/03/2024 12:00,5.87
04/03/2024 13:00,5.63
04/03/2024 14:00,5.76
04/03/2024 15:00,5.98
04/03/2024 16:00,6.25
04/03/2024 17:00,6.99
04/03/2024 18:00,7.81
04/03/2024 19:00,9.17
04/03/2024 20:00,10.52
04/03/2024 21:00,9.91
04/03/2024 22:00,8.05
04/03/2024 23:00,7.14
05/03/2024 0:00,6.46
05/03/2024 1:00,6.39
05/03/2024 2:00,6.2
05/03/2024 3:00,6.17
05/03/2024 4:00,6.13
05/03/2024 5:00,5.99
05/03/2024 6:00,6.06
05/03/2024 7:00,6.17
05/03/2024 8:00,7.15
05/03/2024 9:00,7.93
05/03/2024 10:00,8.3
05/03/2024 11:00,7.7
05/03/2024 12:00,7.12
05/03/2024 13:00,6.97
05/03/2024 14:00,6.8
05/03/2024 15:00,6.86
05/03/2024 16:00,7.2
05/03/2024 17:00,7.55
05/03/2024 18:00,7.75
05/03/2024 19:00,9.31
05/03/2024 20:00,10.73
05/03/2024 21:00,11.54
05/03/2024 22:00,9.53
05/03/2024 23:00,8.42
06/03/2024 0:00,7.79
06/03/2024 1:00,7.2
06/03/2024 2:00,7.1
06/03/2024 3:00,7.07
06/03/2024 4:00,7.05
06/03/2024 5:00,6.97
06/03/2024 6:00,7.05
06/03/2024 7:00,7.39
06/03/2024 8:00,8.4
06/03/2024 9:00,10.66
06/03/2024 10:00,10.87
06/03/2024 11:00,8.72
06/03/2024 12:00,7
06/03/2024 13:00,6.7
06/03/2024 14:00,6.92
06/03/2024 15:00,6.93
06/03/2024 16:00,7.06
06/03/2024 17:00,7.37
06/03/2024 18:00,8.19
06/03/2024 19:00,10.1
06/03/2024 20:00,12.2
06/03/2024 21:00,12.25
06/03/2024 22:00,10
06/03/2024 23:00,8.05
07/03/2024 0:00,7.8
07/03/2024 1:00,7.43
07/03/2024 2:00,7.33
07/03/2024 3:00,7.23
07/03/2024 4:00,7.03
07/03/2024 5:00,6.87
07/03/2024 6:00,6.99
07/03/2024 7:00,7.31
07/03/2024 8:00,8.43
07/03/2024 9:00,10.32
07/03/2024 10:00,9.67
07/03/2024 11:00,7.91
07/03/2024 12:00,7.13
07/03/2024 13:00,6.62
07/03/2024 14:00,7.43
07/03/2024 15:00,7.57
07/03/2024 16:00,7.57
07/03/2024 17:00,8.02
07/03/2024 18:00,8.08
07/03/2024 19:00,9.5
07/03/2024 20:00,12.2
07/03/2024 21:00,9.81
07/03/2024 22:00,9.19
07/03/2024 23:00,8.09
08/03/2024 0:00,7.63
08/03/2024 1:00,7.13
08/03/2024 2:00,7.15
08/03/2024 3:00,6.7
08/03/2024 4:00,6.7
08/03/2024 5:00,6.6
08/03/2024 6:00,7.03
08/03/2024 7:00,7.69
08/03/2024 8:00,8.99
08/03/2024 9:00,9.5
08/03/2024 10:00,8.89
08/03/2024 11:00,7.44
08/03/2024 12:00,5.79
08/03/2024 13:00,5.52
08/03/2024 14:00,6
08/03/2024 15:00,5.84
08/03/2024 16:00,6.15
08/03/2024 17:00,5.78
08/03/2024 18:00,7.85
08/03/2024 19:00,10.15
08/03/2024 20:00,12.24
08/03/2024 21:00,12.2
08/03/2024 22:00,11.31
08/03/2024 23:00,8.33
09/03/2024 0:00,8.06
09/03/2024 1:00,7.98
09/03/2024 2:00,6.66
09/03/2024 3:00,6.46
09/03/2024 4:00,6.37
09/03/2024 5:00,6.18
09/03/2024 6:00,6.04
09/03/2024 7:00,6.07
09/03/2024 8:00,6.18
09/03/2024 9:00,5.31
09/03/2024 10:00,5.31
09/03/2024 11:00,4.81
09/03/2024 12:00,3.37
09/03/2024 13:00,1.4
09/03/2024 14:00,0.99
09/03/2024 15:00,0.99
09/03/2024 16:00,1.66
09/03/2024 17:00,4.02
09/03/2024 18:00,5.7
09/03/2024 19:00,8.05
09/03/2024 20:00,11.5
09/03/2024 21:00,8.05
09/03/2024 22:00,6.89
09/03/2024 23:00,6.05
10/03/2024 0:00,6.15
10/03/2024 1:00,5.86
10/03/2024 2:00,4.87
10/03/2024 3:00,4.61
10/03/2024 4:00,4.1
10/03/2024 5:00,3.56
10/03/2024 6:00,3.24
10/03/2024 7:00,3.23
10/03/2024 8:00,3.39
10/03/2024 9:00,3.95
10/03/2024 10:00,3.76
10/03/2024 11:00,3.12
10/03/2024 12:00,0.99
10/03/2024 13:00,1.09
10/03/2024 14:00,0.51
10/03/2024 15:00,0.22
10/03/2024 16:00,0.84
10/03/2024 17:00,2.14
10/03/2024 18:00,5.09
10/03/2024 19:00,6.07
10/03/2024 20:00,7.13
10/03/2024 21:00,6.93
10/03/2024 22:00,6.31
10/03/2024 23:00,5.83
11/03/2024 0:00,5.71
11/03/2024 1:00,5.54
11/03/2024 2:00,4.75
11/03/2024 3:00,4.25
11/03/2024 4:00,4.68
11/03/2024 5:00,4.62
11/03/2024 6:00,4.9
11/03/2024 7:00,6.04
11/03/2024 8:00,8
11/03/2024 9:00,9.17
11/03/2024 10:00,8.67
11/03/2024 11:00,8.1
11/03/2024 12:00,7.19
11/03/2024 13:00,5.88
11/03/2024 14:00,6.04
11/03/2024 15:00,6.04
11/03/2024 16:00,6.7
11/03/2024 17:00,7.34
11/03/2024 18:00,7.87
11/03/2024 19:00,7.9
11/03/2024 20:00,10
11/03/2024 21:00,8.34
11/03/2024 22:00,7.73
11/03/2024 23:00,5.15
12/03/2024 0:00,6.04
12/03/2024 1:00,6.71
12/03/2024 2:00,5.68
12/03/2024 3:00,6.56
12/03/2024 4:00,6.65
12/03/2024 5:00,6.52
12/03/2024 6:00,6.6
12/03/2024 7:00,7.09
12/03/2024 8:00,7.66
12/03/2024 9:00,8.05
12/03/2024 10:00,8.02
12/03/2024 11:00,5.5
12/03/2024 12:00,0.99
12/03/2024 13:00,0.99
12/03/2024 14:00,1.77
12/03/2024 15:00,1.86
12/03/2024 16:00,6.58
12/03/2024 17:00,8.07
12/03/2024 18:00,9.37
12/03/2024 19:00,9.45
12/03/2024 20:00,12.2
12/03/2024 21:00,12.1
12/03/2024 22:00,9.52
12/03/2024 23:00,8.21
13/03/2024 0:00,7.8
13/03/2024 1:00,6.96
13/03/2024 2:00,6.31
13/03/2024 3:00,6.12
13/03/2024 4:00,6.06
13/03/2024 5:00,6
13/03/2024 6:00,6.22
13/03/2024 7:00,6.84
13/03/2024 8:00,8.34
13/03/2024 9:00,9.22
13/03/2024 10:00,9.43
13/03/2024 11:00,8.05
13/03/2024 12:00,7.05
13/03/2024 13:00,6.76
13/03/2024 14:00,6.77
13/03/2024 15:00,7
13/03/2024 16:00,7.5
13/03/2024 17:00,7.92
13/03/2024 18:00,8.61
13/03/2024 19:00,9.84
13/03/2024 20:00,10.48
13/03/2024 21:00,10.38
13/03/2024 22:00,8.99
13/03/2024 23:00,7.76
14/03/2024 0:00,6.99
14/03/2024 1:00,6.39
14/03/2024 2:00,6.33
14/03/2024 3:00,5.69
14/03/2024 4:00,5.75
14/03/2024 5:00,5.7
14/03/2024 6:00,6.18
14/03/2024 7:00,7.98
14/03/2024 8:00,8.57
14/03/2024 9:00,9.09
14/03/2024 10:00,8.2
14/03/2024 11:00,6.57
14/03/2024 12:00,5.43
14/03/2024 13:00,5.24
14/03/2024 14:00,5.31
14/03/2024 15:00,5.94
14/03/2024 16:00,6.08
14/03/2024 17:00,7.07
14/03/2024 18:00,8.24
14/03/2024 19:00,9.7
14/03/2024 20:00,11.48
14/03/2024 21:00,10.23
14/03/2024 22:00,8.86
14/03/2024 23:00,8.26
15/03/2024 0:00,7.02
15/03/2024 1:00,6.01
15/03/2024 2:00,4.82
15/03/2024 3:00,4.59
15/03/2024 4:00,4.49
15/03/2024 5:00,4.3
15/03/2024 6:00,4.47
15/03/2024 7:00,7.38
15/03/2024 8:00,7.81
15/03/2024 9:00,7.54
15/03/2024 10:00,7
15/03/2024 11:00,5.38
15/03/2024 12:00,4.63
15/03/2024 13:00,3.91
15/03/2024 14:00,3.82
15/03/2024 15:00,3.88
15/03/2024 16:00,4.22
15/03/2024 17:00,4.91
15/03/2024 18:00,7.02
15/03/2024 19:00,8.68
15/03/2024 20:00,10.21
15/03/2024 21:00,9.11
15/03/2024 22:00,8.05
15/03/2024 23:00,7.1
16/03/2024 0:00,6.89
16/03/2024 1:00,7.72
16/03/2024 2:00,7.79
16/03/2024 3:00,7.46
16/03/2024 4:00,7.15
16/03/2024 5:00,6.73
16/03/2024 6:00,6.86
16/03/2024 7:00,7.47
16/03/2024 8:00,5.79
16/03/2024 9:00,5.86
16/03/2024 10:00,5.32
16/03/2024 11:00,4.7
16/03/2024 12:00,4.49
16/03/2024 13:00,4.26
16/03/2024 14:00,3.83
16/03/2024 15:00,3.24
16/03/2024 16:00,3.76
16/03/2024 17:00,5
16/03/2024 18:00,7.43
16/03/2024 19:00,9.55
16/03/2024 20:00,11.75
16/03/2024 21:00,12.2
16/03/2024 22:00,8.35
16/03/2024 23:00,7.64
17/03/2024 0:00,7.24
17/03/2024 1:00,6.71
17/03/2024 2:00,6.5
17/03/2024 3:00,5.98
17/03/2024 4:00,5.58
17/03/2024 5:00,5.71
17/03/2024 6:00,5.82
17/03/2024 7:00,5.79
17/03/2024 8:00,5.95
17/03/2024 9:00,5.42
17/03/2024 10:00,4.87
17/03/2024 11:00,4.63
17/03/2024 12:00,3.92
17/03/2024 13:00,3.48
17/03/2024 14:00,3.77
17/03/2024 15:00,2.94
17/03/2024 16:00,4.5
17/03/2024 17:00,5.23
17/03/2024 18:00,6.78
17/03/2024 19:00,7.94
17/03/2024 20:00,8.91
17/03/2024 21:00,8.74
17/03/2024 22:00,7.79
17/03/2024 23:00,7.23
18/03/2024 0:00,7.21
18/03/2024 1:00,6.59
18/03/2024 2:00,6.41
18/03/2024 3:00,5.71
18/03/2024 4:00,5.83
18/03/2024 5:00,5.85
18/03/2024 6:00,6.27
18/03/2024 7:00,6.84
18/03/2024 8:00,8.36
18/03/2024 9:00,9.05
18/03/2024 10:00,9.45
18/03/2024 11:00,8.28
18/03/2024 12:00,4.85
18/03/2024 13:00,6.04
18/03/2024 14:00,5.79
18/03/2024 15:00,6.14
18/03/2024 16:00,7.51
18/03/2024 17:00,8.21
18/03/2024 18:00,9.36
18/03/2024 19:00,10.69
18/03/2024 20:00,13.8
18/03/2024 21:00,12.64
18/03/2024 22:00,10.91
18/03/2024 23:00,9.27
